sep=;
Time;Timestamp;Event;Count Rate, cps;Dose rate, R/h;Dose Rate Error, %;Dose Rate Alarm;Dose Alarm;Duration of dose accumulation, sec.;Dose, R;Temperature;Latitude;Longitude;Comment
2026-03-28 22:55:48.855;134192121488550000;;;;;0;0;423694;0.002409;16.8;;;
2026-03-28 22:56:33.955;134192121939550000;;6.59375;7.6039632E-6;32.4;0;0;;;;;;
2026-03-28 22:56:48.855;134192122088550000;;;;;0;0;423754;0.002409;18.0;;;
2026-03-28 22:57:48.855;134192122688550000;;;;;0;0;423814;0.00241;19.1;;;
2026-03-28 22:58:09.955;134192122899550000;;6.6145835;8.010864E-6;32.0;0;0;;;;;;
2026-03-28 22:58:48.855;134192123288550000;;;;;0;0;423874;0.00241;20.3;;;
2026-03-28 22:59:45.955;134192123859550000;;6.5104165;8.873494E-6;30.0;0;0;;;;;;
2026-03-28 22:59:48.855;134192123888550000;;;;;0;0;423934;0.00241;21.3;;;
2026-03-28 23:00:48.855;134192124488550000;;;;;0;0;423994;0.00241;22.2;;;
2026-03-28 23:01:21.955;134192124819550000;;6.2604165;7.070414E-6;32.6;0;0;;;;;;
2026-03-28 23:01:48.855;134192125088550000;;;;;0;0;424054;0.00241;23.0;;;
2026-03-28 23:02:48.855;134192125688550000;;;;;0;0;424114;0.00241;23.7;;;
2026-03-28 23:02:57.955;134192125779550000;;6.8645835;1.0711161E-5;26.9;0;0;;;;;;
2026-03-28 23:03:48.855;134192126288550000;;;;;0;0;424174;0.00241;24.3;;;
2026-03-28 23:04:33.955;134192126739550000;;7.1354165;1.0194397E-5;28.5;0;0;;;;;;
2026-03-28 23:04:48.855;134192126888550000;;;;;0;0;424234;0.00241;24.8;;;
2026-03-28 23:05:48.855;134192127488550000;;;;;0;0;424294;0.002411;25.3;;;
2026-03-28 23:06:09.955;134192127699550000;;6.8958335;9.075419E-6;29.3;0;0;;;;;;
2026-03-28 23:06:48.855;134192128088550000;;;;;0;0;424354;0.002411;25.8;;;
2026-03-28 23:07:45.955;134192128659550000;;6.7708335;7.1070353E-6;27.9;0;0;;;;;;
2026-03-28 23:07:48.855;134192128688550000;;;;;0;0;424414;0.002411;26.3;;;
2026-03-28 23:08:48.855;134192129288550000;;;;;0;0;424474;0.002411;26.7;;;
2026-03-28 23:09:21.955;134192129619550000;;6.3333335;8.886719E-6;27.6;0;0;;;;;;
2026-03-28 23:09:48.855;134192129888550000;;;;;0;0;424534;0.002411;27.0;;;
2026-03-28 23:10:48.855;134192130488550000;;;;;0;0;424594;0.002411;27.3;;;
2026-03-28 23:10:57.955;134192130579550000;;6.3541665;7.5861612E-6;31.1;0;0;;;;;;
2026-03-28 23:11:48.855;134192131088550000;;;;;0;0;424654;0.002412;27.6;;;
2026-03-28 23:12:33.955;134192131539550000;;6.3541665;6.7082724E-6;28.3;0;0;;;;;;
2026-03-28 23:12:48.855;134192131688550000;;;;;0;0;424714;0.002412;27.8;;;
2026-03-28 23:13:48.855;134192132288550000;;;;;0;0;424774;0.002412;28.0;;;
2026-03-28 23:14:09.955;134192132499550000;;6.90625;8.740743E-6;27.8;0;0;;;;;;
2026-03-28 23:14:48.855;134192132888550000;;;;;0;0;424834;0.002412;28.2;;;
2026-03-28 23:15:45.955;134192133459550000;;6.4583335;8.268229E-6;27.5;0;0;;;;;;
2026-03-28 23:15:48.855;134192133488550000;;;;;0;0;424894;0.002412;28.4;;;
2026-03-28 23:16:48.855;134192134088550000;;;;;0;0;424954;0.002412;28.6;;;
2026-03-28 23:17:21.955;134192134419550000;;6.7291665;8.022563E-6;30.0;0;0;;;;;;
2026-03-28 23:17:48.855;134192134688550000;;;;;0;0;425014;0.002412;28.8;;;
2026-03-28 23:18:48.855;134192135288550000;;;;;0;0;425074;0.002412;29.1;;;
2026-03-28 23:18:57.955;134192135379550000;;6.5625;9.293111E-6;28.0;0;0;;;;;;
2026-03-28 23:19:48.855;134192135888550000;;;;;0;0;425134;0.002413;29.3;;;
2026-03-28 23:20:33.955;134192136339550000;;6.5208335;7.58667E-6;28.3;0;0;;;;;;
2026-03-28 23:20:48.855;134192136488550000;;;;;0;0;425194;0.002413;29.4;;;
2026-03-28 23:22:09.955;134192137299550000;;6.4479165;7.969666E-6;26.7;0;0;;;;;;
2026-03-28 23:22:48.855;134192137688550000;;;;;0;0;425314;0.002413;29.5;;;
2026-03-28 23:23:45.955;134192138259550000;;6.4270835;6.8440754E-6;30.7;0;0;;;;;;
2026-03-28 23:23:48.855;134192138288550000;;;;;0;0;425374;0.002413;29.7;;;
2026-03-28 23:24:48.855;134192138888550000;;;;;0;0;425434;0.002413;29.8;;;
2026-03-28 23:25:21.955;134192139219550000;;6.9270835;6.5048216E-6;25.3;0;0;;;;;;
2026-03-28 23:25:48.855;134192139488550000;;;;;0;0;425494;0.002413;29.9;;;
2026-03-28 23:26:48.855;134192140088550000;;;;;0;0;425554;0.002414;30.0;;;
2026-03-28 23:26:57.955;134192140179550000;;6.9270835;9.99705E-6;28.8;0;0;;;;;;
2026-03-28 23:27:48.855;134192140688550000;;;;;0;0;425614;0.002414;30.2;;;
2026-03-28 23:28:33.955;134192141139550000;;6.7604165;1.1461385E-5;26.2;0;0;;;;;;
2026-03-28 23:29:48.855;134192141888550000;;;;;0;0;425734;0.002414;30.4;;;
2026-03-28 23:30:09.955;134192142099550000;;6.3645835;7.0063275E-6;30.6;0;0;;;;;;
2026-03-28 23:30:48.855;134192142488550000;;;;;0;0;425794;0.002414;30.5;;;
2026-03-28 23:31:45.955;134192143059550000;;6.0625;6.6212974E-6;30.9;0;0;;;;;;
2026-03-28 23:31:48.855;134192143088550000;;;;;0;0;425854;0.002414;30.7;;;
2026-03-28 23:32:48.855;134192143688550000;;;;;0;0;425914;0.002414;30.9;;;
2026-03-28 23:33:21.955;134192144019550000;;6.3229165;9.5662435E-6;28.2;0;0;;;;;;
2026-03-28 23:33:48.855;134192144288550000;;;;;0;0;425974;0.002415;31.0;;;
2026-03-28 23:34:48.855;134192144888550000;;;;;0;0;426034;0.002415;31.2;;;
2026-03-28 23:34:57.955;134192144979550000;;6.5208335;7.691956E-6;31.1;0;0;;;;;;
2026-03-28 23:35:48.855;134192145488550000;;;;;0;0;426094;0.002415;31.3;;;
2026-03-28 23:36:33.955;134192145939550000;;6.375;8.451843E-6;30.7;0;0;;;;;;
2026-03-28 23:37:48.855;134192146688550000;;;;;0;0;426214;0.002415;31.4;;;
2026-03-28 23:38:09.955;134192146899550000;;7.09375;1.063029E-5;27.2;0;0;;;;;;
2026-03-28 23:39:45.955;134192147859550000;;6.4479165;6.8415325E-6;28.8;0;0;;;;;;
2026-03-28 23:41:21.955;134192148819550000;;6.78125;8.521017E-6;28.9;0;0;;;;;;
2026-03-28 23:42:48.855;134192149688550000;;;;;0;0;426514;0.002416;31.5;;;
2026-03-28 23:42:57.955;134192149779550000;;6.9895835;8.868408E-6;29.1;0;0;;;;;;
2026-03-28 23:44:25.955;134192150659550000;;6.7375;8.443603E-6;30.4;0;0;;;;;;
2026-03-28 23:44:48.855;134192150888550000;;;;;0;0;426634;0.002416;31.7;;;
2026-03-28 23:45:01.955;134192151019550000;;6.3;8.05481E-6;30.4;0;0;;;;;;
2026-03-28 23:45:09.955;134192151099550000;;3.484375;5.1174165E-6;32.4;0;0;;;;;;
2026-03-28 23:45:48.855;134192151488550000;;;;;0;0;426694;0.002416;31.9;;;
2026-03-28 23:46:09.955;134192151699550000;;3.5078125;5.5751802E-6;32.4;0;0;;;;;;
2026-03-28 23:46:48.855;134192152088550000;;;;;0;0;426754;0.002416;32.2;;;
2026-03-28 23:47:48.855;134192152688550000;;;;;0;0;426814;0.002416;32.3;;;
2026-03-28 23:48:01.955;134192152819550000;;3.6666667;5.8980304E-6;35.7;0;0;;;;;;
2026-03-28 23:48:48.855;134192153288550000;;;;;0;0;426874;0.002416;32.5;;;
2026-03-28 23:49:37.955;134192153779550000;;3.78125;5.0765993E-6;37.6;0;0;;;;;;
2026-03-28 23:49:48.855;134192153888550000;;;;;0;0;426934;0.002417;32.7;;;
2026-03-28 23:50:48.855;134192154488550000;;;;;0;0;426994;0.002417;32.8;;;
2026-03-28 23:51:13.955;134192154739550000;;3.6666667;5.8181763E-6;35.0;0;0;;;;;;
2026-03-28 23:51:48.855;134192155088550000;;;;;0;0;427054;0.002417;32.9;;;
2026-03-28 23:52:49.955;134192155699550000;;4.3020835;7.600403E-6;34.1;0;0;;;;;;
2026-03-28 23:54:25.955;134192156659550000;;5.1458335;5.858358E-6;30.5;0;0;;;;;;
2026-03-28 23:55:48.855;134192157488550000;;;;;0;0;427294;0.002417;32.8;;;
2026-03-28 23:56:01.955;134192157619550000;;5.34375;8.471171E-6;29.9;0;0;;;;;;
2026-03-28 23:56:48.855;134192158088550000;;;;;0;0;427354;0.002417;32.6;;;
2026-03-28 23:57:37.955;134192158579550000;;4.8541665;5.9656777E-6;33.1;0;0;;;;;;
2026-03-28 23:57:48.855;134192158688550000;;;;;0;0;427414;0.002417;32.5;;;
2026-03-28 23:58:48.855;134192159288550000;;;;;0;0;427474;0.002418;32.4;;;
2026-03-28 23:59:13.955;134192159539550000;;4.8645835;6.858317E-6;29.5;0;0;;;;;;
2026-03-29 00:00:49.955;134192160499550000;;4.8854165;6.950887E-6;32.3;0;0;;;;;;
2026-03-29 00:02:25.955;134192161459550000;;4.5833335;6.587728E-6;32.9;0;0;;;;;;
2026-03-29 00:04:01.955;134192162419550000;;6.9479165;7.393392E-6;29.1;0;0;;;;;;
2026-03-29 00:05:37.955;134192163379550000;;7.7083335;8.167521E-6;27.9;0;0;;;;;;
2026-03-29 00:05:48.855;134192163488550000;;;;;0;0;427894;0.002418;32.5;;;
2026-03-29 00:06:48.855;134192164088550000;;;;;0;0;427954;0.002418;32.7;;;
2026-03-29 00:07:13.955;134192164339550000;;7.75;8.407084E-6;27.4;0;0;;;;;;
2026-03-29 00:07:48.855;134192164688550000;;;;;0;0;428014;0.002419;32.9;;;
2026-03-29 00:08:48.855;134192165288550000;;;;;0;0;428074;0.002419;33.0;;;
2026-03-29 00:08:49.955;134192165299550000;;8.854167;1.2232971E-5;24.2;0;0;;;;;;
2026-03-29 00:10:25.955;134192166259550000;;8.46875;8.532206E-6;28.4;0;0;;;;;;
2026-03-29 00:11:48.855;134192167088550000;;;;;0;0;428254;0.002419;32.9;;;
2026-03-29 00:12:01.955;134192167219550000;;8.354167;1.0820007E-5;25.2;0;0;;;;;;
2026-03-29 00:13:37.955;134192168179550000;;9.03125;1.2025452E-5;24.7;0;0;;;;;;
2026-03-29 00:13:48.855;134192168288550000;;;;;0;0;428374;0.00242;32.8;;;
2026-03-29 00:15:13.955;134192169139550000;;8.34375;1.1610413E-5;25.5;0;0;;;;;;
2026-03-29 00:16:49.955;134192170099550000;;8.59375;1.2319946E-5;24.2;0;0;;;;;;
2026-03-29 00:18:25.955;134192171059550000;;7.5520835;7.944234E-6;27.6;0;0;;;;;;
2026-03-29 00:18:48.855;134192171288550000;;;;;0;0;428674;0.00242;32.6;;;
2026-03-29 00:20:01.955;134192172019550000;;7.7708335;9.28599E-6;27.8;0;0;;;;;;
2026-03-29 00:20:48.855;134192172488550000;;;;;0;0;428794;0.002421;32.5;;;
2026-03-29 00:21:37.955;134192172979550000;;7.8854165;8.298238E-6;26.8;0;0;;;;;;
2026-03-29 00:22:48.855;134192173688550000;;;;;0;0;428914;0.002421;32.4;;;
2026-03-29 00:23:13.955;134192173939550000;;8.333333;9.0876265E-6;26.1;0;0;;;;;;
2026-03-29 00:24:49.955;134192174899550000;;8.104167;9.806315E-6;25.5;0;0;;;;;;
2026-03-29 00:26:25.955;134192175859550000;;8.03125;1.12559E-5;25.5;0;0;;;;;;
2026-03-29 00:28:01.955;134192176819550000;;7.8020835;8.467102E-6;29.6;0;0;;;;;;
2026-03-29 00:29:37.955;134192177779550000;;8.114583;1.0025533E-5;26.8;0;0;;;;;;
2026-03-29 00:30:48.855;134192178488550000;;;;;0;0;429394;0.002422;32.5;;;
2026-03-29 00:31:13.955;134192178739550000;;6.8854165;1.1219279E-5;26.6;0;0;;;;;;
2026-03-29 00:32:49.955;134192179699550000;;8.489583;9.850057E-6;26.3;0;0;;;;;;
2026-03-29 00:33:48.855;134192180288550000;;;;;0;0;429574;0.002423;32.7;;;
2026-03-29 00:34:25.955;134192180659550000;;7.9479165;1.0379537E-5;26.7;0;0;;;;;;
2026-03-29 00:35:48.855;134192181488550000;;;;;0;0;429694;0.002423;32.8;;;
2026-03-29 00:36:01.955;134192181619550000;;5.5625;7.911682E-6;31.0;0;0;;;;;;
2026-03-29 00:37:37.955;134192182579550000;;4.3125;4.6630857E-6;32.8;0;0;;;;;;
2026-03-29 00:37:48.855;134192182688550000;;;;;0;0;429814;0.002424;32.9;;;
2026-03-29 00:39:13.955;134192183539550000;;4.4895835;5.245463E-6;38.0;0;0;;;;;;
2026-03-29 00:40:49.955;134192184499550000;;4.5833335;7.5897215E-6;35.4;0;0;;;;;;
2026-03-29 00:41:48.855;134192185088550000;;;;;0;0;430054;0.002424;32.8;;;
2026-03-29 00:42:25.955;134192185459550000;;4.3125;6.132507E-6;36.6;0;0;;;;;;
2026-03-29 00:42:48.855;134192185688550000;;;;;0;0;430114;0.002424;32.7;;;
2026-03-29 00:43:48.855;134192186288550000;;;;;0;0;430174;0.002424;32.5;;;
2026-03-29 00:44:01.955;134192186419550000;;4.3020835;5.588277E-6;37.6;0;0;;;;;;
2026-03-29 00:44:48.855;134192186888550000;;;;;0;0;430234;0.002424;32.3;;;
2026-03-29 00:45:37.955;134192187379550000;;4.4895835;4.378764E-6;38.0;0;0;;;;;;
2026-03-29 00:45:48.855;134192187488550000;;;;;0;0;430294;0.002424;32.1;;;
2026-03-29 00:46:48.855;134192188088550000;;;;;0;0;430354;0.002424;31.9;;;
2026-03-29 00:47:13.955;134192188339550000;;4.0833335;4.7470094E-6;37.6;0;0;;;;;;
2026-03-29 00:47:48.855;134192188688550000;;;;;0;0;430414;0.002425;31.7;;;
2026-03-29 00:48:48.855;134192189288550000;;;;;0;0;430474;0.002425;31.5;;;
2026-03-29 00:48:49.955;134192189299550000;;4.6875;4.4428507E-6;35.9;0;0;;;;;;
2026-03-29 00:49:48.855;134192189888550000;;;;;0;0;430534;0.002425;31.3;;;
2026-03-29 00:50:25.955;134192190259550000;;4.5729165;6.810506E-6;32.5;0;0;;;;;;
2026-03-29 00:50:48.855;134192190488550000;;;;;0;0;430594;0.002425;31.0;;;
2026-03-29 00:51:48.855;134192191088550000;;;;;0;0;430654;0.002425;30.8;;;
2026-03-29 00:52:01.955;134192191219550000;;4.2916665;4.385376E-6;34.5;0;0;;;;;;
2026-03-29 00:52:48.855;134192191688550000;;;;;0;0;430714;0.002425;30.5;;;
2026-03-29 00:53:37.955;134192192179550000;;4.125;4.377238E-6;37.5;0;0;;;;;;
2026-03-29 00:53:48.855;134192192288550000;;;;;0;0;430774;0.002425;30.3;;;
2026-03-29 00:54:48.855;134192192888550000;;;;;0;0;430834;0.002425;30.1;;;
2026-03-29 00:55:13.955;134192193139550000;;4.4270835;5.5389405E-6;38.5;0;0;;;;;;
2026-03-29 00:55:48.855;134192193488550000;;;;;0;0;430894;0.002425;29.9;;;
2026-03-29 00:56:48.855;134192194088550000;;;;;0;0;430954;0.002425;29.7;;;
2026-03-29 00:56:49.955;134192194099550000;;3.8958333;3.960673E-6;38.5;0;0;;;;;;
2026-03-29 00:57:48.855;134192194688550000;;;;;0;0;431014;0.002425;29.5;;;
2026-03-29 00:58:25.955;134192195059550000;;3.8854167;5.068461E-6;40.6;0;0;;;;;;
2026-03-29 00:58:48.855;134192195288550000;;;;;0;0;431074;0.002425;29.3;;;
2026-03-29 00:59:48.855;134192195888550000;;;;;0;0;431134;0.002426;29.2;;;
2026-03-29 01:00:01.955;134192196019550000;;3.65625;4.9601235E-6;38.0;0;0;;;;;;
2026-03-29 01:00:48.855;134192196488550000;;;;;0;0;431194;0.002426;29.0;;;
2026-03-29 01:01:37.955;134192196979550000;;4.3854165;4.800415E-6;39.3;0;0;;;;;;
2026-03-29 01:01:48.855;134192197088550000;;;;;0;0;431254;0.002426;28.9;;;
2026-03-29 01:02:48.855;134192197688550000;;;;;0;0;431314;0.002426;28.8;;;
2026-03-29 01:03:13.955;134192197939550000;;4.40625;5.6777953E-6;37.3;0;0;;;;;;
2026-03-29 01:04:48.855;134192198888550000;;;;;0;0;431434;0.002426;28.6;;;
2026-03-29 01:04:49.955;134192198899550000;;3.7916667;4.9540204E-6;41.6;0;0;;;;;;
2026-03-29 01:06:25.955;134192199859550000;;4.6979165;5.974833E-6;38.3;0;0;;;;;;
2026-03-29 01:06:48.855;134192200088550000;;;;;0;0;431554;0.002426;28.5;;;
2026-03-29 01:08:01.955;134192200819550000;;4.5520835;6.68691E-6;29.7;0;0;;;;;;
2026-03-29 01:08:48.855;134192201288550000;;;;;0;0;431674;0.002426;28.3;;;
2026-03-29 01:09:37.955;134192201779550000;;4.0104165;6.534831E-6;35.7;0;0;;;;;;
2026-03-29 01:09:48.855;134192201888550000;;;;;0;0;431734;0.002426;28.2;;;
2026-03-29 01:11:13.955;134192202739550000;;3.7083333;7.056681E-6;33.9;0;0;;;;;;
2026-03-29 01:11:48.855;134192203088550000;;;;;0;0;431854;0.002427;28.0;;;
2026-03-29 01:12:49.955;134192203699550000;;4.0416665;5.649821E-6;37.5;0;0;;;;;;
2026-03-29 01:14:25.955;134192204659550000;;4.0416665;6.3812254E-6;35.6;0;0;;;;;;
2026-03-29 01:15:48.855;134192205488550000;;;;;0;0;432094;0.002427;28.2;;;
2026-03-29 01:16:01.955;134192205619550000;;4.4895835;4.727173E-6;36.1;0;0;;;;;;
2026-03-29 01:16:48.855;134192206088550000;;;;;0;0;432154;0.002427;28.3;;;
2026-03-29 01:17:37.955;134192206579550000;;4.1875;6.7092897E-6;34.1;0;0;;;;;;
2026-03-29 01:17:48.855;134192206688550000;;;;;0;0;432214;0.002427;28.4;;;
2026-03-29 01:18:48.855;134192207288550000;;;;;0;0;432274;0.002427;28.5;;;
2026-03-29 01:19:13.955;134192207539550000;;3.9270833;6.2520344E-6;34.7;0;0;;;;;;
2026-03-29 01:19:48.855;134192207888550000;;;;;0;0;432334;0.002427;28.7;;;
2026-03-29 01:20:48.855;134192208488550000;;;;;0;0;432394;0.002428;28.8;;;
2026-03-29 01:20:49.955;134192208499550000;;4.4166665;5.3278604E-6;34.9;0;0;;;;;;
2026-03-29 01:21:48.855;134192209088550000;;;;;0;0;432454;0.002428;29.0;;;
2026-03-29 01:22:25.955;134192209459550000;;3.9895833;6.6507973E-6;33.5;0;0;;;;;;
2026-03-29 01:22:48.855;134192209688550000;;;;;0;0;432514;0.002428;29.2;;;
2026-03-29 01:23:48.855;134192210288550000;;;;;0;0;432574;0.002428;29.4;;;
2026-03-29 01:24:01.955;134192210419550000;;4.3020835;6.6945395E-6;34.9;0;0;;;;;;
2026-03-29 01:24:48.855;134192210888550000;;;;;0;0;432634;0.002428;29.6;;;
2026-03-29 01:25:37.955;134192211379550000;;4.4583335;6.5226236E-6;30.7;0;0;;;;;;
2026-03-29 01:25:48.855;134192211488550000;;;;;0;0;432694;0.002428;29.7;;;
2026-03-29 01:26:48.855;134192212088550000;;;;;0;0;432754;0.002428;29.9;;;
2026-03-29 01:27:13.955;134192212339550000;;4.09375;5.865987E-6;35.3;0;0;;;;;;
2026-03-29 01:27:48.855;134192212688550000;;;;;0;0;432814;0.002428;30.1;;;
2026-03-29 01:28:48.855;134192213288550000;;;;;0;0;432874;0.002428;30.3;;;
2026-03-29 01:28:49.955;134192213299550000;;3.90625;7.876079E-6;33.8;0;0;;;;;;
2026-03-29 01:29:48.855;134192213888550000;;;;;0;0;432934;0.002429;30.4;;;
2026-03-29 01:30:25.955;134192214259550000;;4.0833335;6.84611E-6;34.4;0;0;;;;;;
2026-03-29 01:30:48.855;134192214488550000;;;;;0;0;432994;0.002429;30.6;;;
2026-03-29 01:31:48.855;134192215088550000;;;;;0;0;433054;0.002429;30.7;;;
2026-03-29 01:32:01.955;134192215219550000;;4.0104165;5.278524E-6;38.4;0;0;;;;;;
2026-03-29 01:32:48.855;134192215688550000;;;;;0;0;433114;0.002429;30.9;;;
2026-03-29 01:33:37.955;134192216179550000;;3.9583333;4.9031573E-6;33.6;0;0;;;;;;
2026-03-29 01:33:48.855;134192216288550000;;;;;0;0;433174;0.002429;31.0;;;
2026-03-29 01:34:48.855;134192216888550000;;;;;0;0;433234;0.002429;31.2;;;
2026-03-29 01:35:13.955;134192217139550000;;4.03125;6.0740153E-6;32.7;0;0;;;;;;
2026-03-29 01:35:48.855;134192217488550000;;;;;0;0;433294;0.002429;31.3;;;
2026-03-29 01:36:48.855;134192218088550000;;;;;0;0;433354;0.002429;31.4;;;
2026-03-29 01:36:49.955;134192218099550000;;4.0104165;9.928894E-6;31.6;0;0;;;;;;
2026-03-29 01:37:48.855;134192218688550000;;;;;0;0;433414;0.002429;31.6;;;
2026-03-29 01:38:25.955;134192219059550000;;4.1041665;6.745402E-6;33.6;0;0;;;;;;
2026-03-29 01:38:48.855;134192219288550000;;;;;0;0;433474;0.002429;31.7;;;
2026-03-29 01:39:48.855;134192219888550000;;;;;0;0;433534;0.00243;31.8;;;
2026-03-29 01:40:01.955;134192220019550000;;4.2604165;8.251444E-6;32.4;0;0;;;;;;
2026-03-29 01:40:48.855;134192220488550000;;;;;0;0;433594;0.00243;32.0;;;
2026-03-29 01:41:37.955;134192220979550000;;4.1979165;6.823222E-6;36.3;0;0;;;;;;
2026-03-29 01:41:48.855;134192221088550000;;;;;0;0;433654;0.00243;32.1;;;
2026-03-29 01:42:48.855;134192221688550000;;;;;0;0;433714;0.00243;32.2;;;
2026-03-29 01:43:13.955;134192221939550000;;3.9479167;6.90918E-6;32.7;0;0;;;;;;
2026-03-29 01:43:48.855;134192222288550000;;;;;0;0;433774;0.00243;32.4;;;
2026-03-29 01:44:48.855;134192222888550000;;;;;0;0;433834;0.00243;32.5;;;
2026-03-29 01:44:49.955;134192222899550000;;4.1770835;5.7088214E-6;35.8;0;0;;;;;;
2026-03-29 01:45:48.855;134192223488550000;;;;;0;0;433894;0.00243;32.6;;;
2026-03-29 01:46:25.955;134192223859550000;;3.9270833;7.937114E-6;32.2;0;0;;;;;;
2026-03-29 01:46:48.855;134192224088550000;;;;;0;0;433954;0.00243;32.7;;;
2026-03-29 01:47:48.855;134192224688550000;;;;;0;0;434014;0.002431;32.8;;;
2026-03-29 01:48:01.955;134192224819550000;;4.15625;5.032349E-6;34.7;0;0;;;;;;
2026-03-29 01:48:48.855;134192225288550000;;;;;0;0;434074;0.002431;32.9;;;
2026-03-29 01:49:37.955;134192225779550000;;4.3020835;7.050069E-6;33.7;0;0;;;;;;
2026-03-29 01:49:48.855;134192225888550000;;;;;0;0;434134;0.002431;33.0;;;
2026-03-29 01:50:48.855;134192226488550000;;;;;0;0;434194;0.002431;33.2;;;
2026-03-29 01:51:13.955;134192226739550000;;4.3229165;9.578959E-6;30.0;0;0;;;;;;
2026-03-29 01:51:48.855;134192227088550000;;;;;0;0;434254;0.002431;33.3;;;
2026-03-29 01:52:48.855;134192227688550000;;;;;0;0;434314;0.002431;33.4;;;
2026-03-29 01:52:49.955;134192227699550000;;4.3958335;7.45341E-6;29.4;0;0;;;;;;
2026-03-29 01:53:48.855;134192228288550000;;;;;0;0;434374;0.002431;33.5;;;
2026-03-29 01:54:25.955;134192228659550000;;4.09375;8.163961E-6;33.9;0;0;;;;;;
2026-03-29 01:54:48.855;134192228888550000;;;;;0;0;434434;0.002431;33.6;;;
2026-03-29 01:55:48.855;134192229488550000;;;;;0;0;434494;0.002432;33.7;;;
2026-03-29 01:56:01.955;134192229619550000;;4.2708335;7.666525E-6;34.1;0;0;;;;;;
2026-03-29 01:56:48.855;134192230088550000;;;;;0;0;434554;0.002432;33.8;;;
2026-03-29 01:57:37.955;134192230579550000;;4.0520835;5.9448244E-6;40.1;0;0;;;;;;
2026-03-29 01:57:48.855;134192230688550000;;;;;0;0;434614;0.002432;33.9;;;
2026-03-29 01:58:48.855;134192231288550000;;;;;0;0;434674;0.002432;34.0;;;
2026-03-29 01:59:13.955;134192231539550000;;4.2604165;5.662028E-6;31.8;0;0;;;;;;
2026-03-29 01:59:48.855;134192231888550000;;;;;0;0;434734;0.002432;34.1;;;
2026-03-29 02:00:48.855;134192232488550000;;;;;0;0;434794;0.002432;34.3;;;
2026-03-29 02:00:49.955;134192232499550000;;4.4270835;7.2057087E-6;36.6;0;0;;;;;;
2026-03-29 02:01:48.855;134192233088550000;;;;;0;0;434854;0.002432;34.4;;;
2026-03-29 02:02:25.955;134192233459550000;;4.3958335;6.5546674E-6;32.7;0;0;;;;;;
2026-03-29 02:03:48.855;134192234288550000;;;;;0;0;434974;0.002432;34.5;;;
2026-03-29 02:04:01.955;134192234419550000;;4.3958335;6.762695E-6;35.6;0;0;;;;;;
2026-03-29 02:05:37.955;134192235379550000;;3.7708333;4.8278807E-6;37.6;0;0;;;;;;
2026-03-29 02:05:48.855;134192235488550000;;;;;0;0;435094;0.002433;34.3;;;
2026-03-29 02:06:48.855;134192236088550000;;;;;0;0;435154;0.002433;34.2;;;
2026-03-29 02:07:13.955;134192236339550000;;3.7083333;5.56488E-6;38.9;0;0;;;;;;
2026-03-29 02:07:48.855;134192236688550000;;;;;0;0;435214;0.002433;33.9;;;
2026-03-29 02:08:48.855;134192237288550000;;;;;0;0;435274;0.002433;33.7;;;
2026-03-29 02:08:49.955;134192237299550000;;3.6666667;6.0073853E-6;31.0;0;0;;;;;;
2026-03-29 02:09:48.855;134192237888550000;;;;;0;0;435334;0.002433;33.5;;;
2026-03-29 02:10:25.955;134192238259550000;;3.5729167;4.054769E-6;38.2;0;0;;;;;;
2026-03-29 02:10:48.855;134192238488550000;;;;;0;0;435394;0.002433;33.3;;;
2026-03-29 02:11:48.855;134192239088550000;;;;;0;0;435454;0.002433;33.0;;;
2026-03-29 02:12:01.955;134192239219550000;;3.6145833;5.7662965E-6;39.9;0;0;;;;;;
2026-03-29 02:12:48.855;134192239688550000;;;;;0;0;435514;0.002433;32.8;;;
2026-03-29 02:13:37.955;134192240179550000;;4.1458335;7.725016E-6;34.9;0;0;;;;;;
2026-03-29 02:13:48.855;134192240288550000;;;;;0;0;435574;0.002433;32.6;;;
2026-03-29 02:14:48.855;134192240888550000;;;;;0;0;435634;0.002434;32.3;;;
2026-03-29 02:15:13.955;134192241139550000;;3.8854167;5.001831E-6;40.5;0;0;;;;;;
2026-03-29 02:15:48.855;134192241488550000;;;;;0;0;435694;0.002434;32.1;;;
2026-03-29 02:16:48.855;134192242088550000;;;;;0;0;435754;0.002434;31.8;;;
2026-03-29 02:16:49.955;134192242099550000;;4.5;4.336039E-6;28.9;0;0;;;;;;
2026-03-29 02:17:48.855;134192242688550000;;;;;0;0;435814;0.002434;31.5;;;
2026-03-29 02:18:25.955;134192243059550000;;4.3541665;6.198629E-6;33.4;0;0;;;;;;
2026-03-29 02:18:48.855;134192243288550000;;;;;0;0;435874;0.002434;31.3;;;
2026-03-29 02:19:48.855;134192243888550000;;;;;0;0;435934;0.002434;31.0;;;
2026-03-29 02:20:01.955;134192244019550000;;4.2083335;6.085205E-6;36.1;0;0;;;;;;
2026-03-29 02:20:48.855;134192244488550000;;;;;0;0;435994;0.002434;30.7;;;
2026-03-29 02:21:37.955;134192244979550000;;4.2604165;5.522156E-6;39.6;0;0;;;;;;
2026-03-29 02:21:48.855;134192245088550000;;;;;0;0;436054;0.002434;30.4;;;
2026-03-29 02:22:48.855;134192245688550000;;;;;0;0;436114;0.002434;30.1;;;
