,Time,Timestamp,Event,"Count Rate, cps","Dose rate, R/h","Dose Rate Error, %",Dose Rate Alarm,Dose Alarm,"Duration of dose accumulation, sec.","Dose, R",Temperature,Latitude,Longitude,Comment
326,2026-03-28 10:57:48.855,134192140688550000,,,,,0,0,425614.0,0.002414,30.2,,,
327,2026-03-28 10:58:33.955,134192141139550000,,6.7604165,1.1461385e-05,26.2,0,0,,,,,,
328,2026-03-28 10:59:48.855,134192141888550000,,,,,0,0,425734.0,0.002414,30.4,,,
329,2026-03-28 11:00:09.955,134192142099550000,,6.3645835,7.0063275e-06,30.6,0,0,,,,,,
330,2026-03-28 11:00:48.855,134192142488550000,,,,,0,0,425794.0,0.002414,30.5,,,
331,2026-03-28 11:01:45.955,134192143059550000,,6.0625,6.6212974e-06,30.9,0,0,,,,,,
332,2026-03-28 11:01:48.855,134192143088550000,,,,,0,0,425854.0,0.002414,30.7,,,
333,2026-03-28 11:02:48.855,134192143688550000,,,,,0,0,425914.0,0.002414,30.9,,,
334,2026-03-28 11:03:21.955,134192144019550000,,6.3229165,9.5662435e-06,28.2,0,0,,,,,,
335,2026-03-28 11:03:48.855,134192144288550000,,,,,0,0,425974.0,0.002415,31.0,,,
336,2026-03-28 11:04:48.855,134192144888550000,,,,,0,0,426034.0,0.002415,31.2,,,
337,2026-03-28 11:04:57.955,134192144979550000,,6.5208335,7.691956e-06,31.1,0,0,,,,,,
338,2026-03-28 11:05:48.855,134192145488550000,,,,,0,0,426094.0,0.002415,31.3,,,
339,2026-03-28 11:06:33.955,134192145939550000,,6.375,8.451843e-06,30.7,0,0,,,,,,
340,2026-03-28 11:07:48.855,134192146688550000,,,,,0,0,426214.0,0.002415,31.4,,,
341,2026-03-28 11:08:09.955,134192146899550000,,7.09375,1.063029e-05,27.2,0,0,,,,,,
342,2026-03-28 11:09:45.955,134192147859550000,,6.4479165,6.8415325e-06,28.8,0,0,,,,,,
343,2026-03-28 11:11:21.955,134192148819550000,,6.78125,8.521017e-06,28.9,0,0,,,,,,
344,2026-03-28 11:12:48.855,134192149688550000,,,,,0,0,426514.0,0.002416,31.5,,,
345,2026-03-28 11:12:57.955,134192149779550000,,6.9895835,8.868408e-06,29.1,0,0,,,,,,
346,2026-03-28 11:14:25.955,134192150659550000,,6.7375,8.443603e-06,30.4,0,0,,,,,,
347,2026-03-28 11:14:48.855,134192150888550000,,,,,0,0,426634.0,0.002416,31.7,,,
348,2026-03-28 11:15:01.955,134192151019550000,,6.3,8.05481e-06,30.4,0,0,,,,,,
349,2026-03-28 11:15:09.955,134192151099550000,,3.484375,5.1174165e-06,32.4,0,0,,,,,,
350,2026-03-28 11:15:48.855,134192151488550000,,,,,0,0,426694.0,0.002416,31.9,,,
351,2026-03-28 11:16:09.955,134192151699550000,,3.5078125,5.5751802e-06,32.4,0,0,,,,,,
352,2026-03-28 11:16:48.855,134192152088550000,,,,,0,0,426754.0,0.002416,32.2,,,
353,2026-03-28 11:17:48.855,134192152688550000,,,,,0,0,426814.0,0.002416,32.3,,,
354,2026-03-28 11:18:01.955,134192152819550000,,3.6666667,5.8980304e-06,35.7,0,0,,,,,,
355,2026-03-28 11:18:48.855,134192153288550000,,,,,0,0,426874.0,0.002416,32.5,,,
356,2026-03-28 11:19:37.955,134192153779550000,,3.78125,5.0765993e-06,37.6,0,0,,,,,,
357,2026-03-28 11:19:48.855,134192153888550000,,,,,0,0,426934.0,0.002417,32.7,,,
358,2026-03-28 11:20:48.855,134192154488550000,,,,,0,0,426994.0,0.002417,32.8,,,
359,2026-03-28 11:21:13.955,134192154739550000,,3.6666667,5.8181763e-06,35.0,0,0,,,,,,
360,2026-03-28 11:21:48.855,134192155088550000,,,,,0,0,427054.0,0.002417,32.9,,,
361,2026-03-28 11:22:49.955,134192155699550000,,4.3020835,7.600403e-06,34.1,0,0,,,,,,
362,2026-03-28 11:24:25.955,134192156659550000,,5.1458335,5.858358e-06,30.5,0,0,,,,,,
363,2026-03-28 11:25:48.855,134192157488550000,,,,,0,0,427294.0,0.002417,32.8,,,
364,2026-03-28 11:26:01.955,134192157619550000,,5.34375,8.471171e-06,29.9,0,0,,,,,,
365,2026-03-28 11:26:48.855,134192158088550000,,,,,0,0,427354.0,0.002417,32.6,,,
366,2026-03-28 11:27:37.955,134192158579550000,,4.8541665,5.9656777e-06,33.1,0,0,,,,,,
367,2026-03-28 11:27:48.855,134192158688550000,,,,,0,0,427414.0,0.002417,32.5,,,
368,2026-03-28 11:28:48.855,134192159288550000,,,,,0,0,427474.0,0.002418,32.4,,,
369,2026-03-28 11:29:13.955,134192159539550000,,4.8645835,6.858317e-06,29.5,0,0,,,,,,
370,2026-03-28 11:30:49.955,134192160499550000,,4.8854165,6.950887e-06,32.3,0,0,,,,,,
371,2026-03-28 11:32:25.955,134192161459550000,,4.5833335,6.587728e-06,32.9,0,0,,,,,,
372,2026-03-28 11:34:01.955,134192162419550000,,6.9479165,7.393392e-06,29.1,0,0,,,,,,
373,2026-03-28 11:35:37.955,134192163379550000,,7.7083335,8.167521e-06,27.9,0,0,,,,,,
374,2026-03-28 11:35:48.855,134192163488550000,,,,,0,0,427894.0,0.002418,32.5,,,
375,2026-03-28 11:36:48.855,134192164088550000,,,,,0,0,427954.0,0.002418,32.7,,,
376,2026-03-28 11:37:13.955,134192164339550000,,7.75,8.407084e-06,27.4,0,0,,,,,,
377,2026-03-28 11:37:48.855,134192164688550000,,,,,0,0,428014.0,0.002419,32.9,,,
378,2026-03-28 11:38:48.855,134192165288550000,,,,,0,0,428074.0,0.002419,33.0,,,
379,2026-03-28 11:38:49.955,134192165299550000,,8.854167,1.2232971e-05,24.2,0,0,,,,,,
380,2026-03-28 11:40:25.955,134192166259550000,,8.46875,8.532206e-06,28.4,0,0,,,,,,
381,2026-03-28 11:41:48.855,134192167088550000,,,,,0,0,428254.0,0.002419,32.9,,,
382,2026-03-28 11:42:01.955,134192167219550000,,8.354167,1.0820007e-05,25.2,0,0,,,,,,
383,2026-03-28 11:43:37.955,134192168179550000,,9.03125,1.2025452e-05,24.7,0,0,,,,,,
384,2026-03-28 11:43:48.855,134192168288550000,,,,,0,0,428374.0,0.00242,32.8,,,
385,2026-03-28 11:45:13.955,134192169139550000,,8.34375,1.1610413e-05,25.5,0,0,,,,,,
386,2026-03-28 11:46:49.955,134192170099550000,,8.59375,1.2319946e-05,24.2,0,0,,,,,,
387,2026-03-28 11:48:25.955,134192171059550000,,7.5520835,7.944234e-06,27.6,0,0,,,,,,
388,2026-03-28 11:48:48.855,134192171288550000,,,,,0,0,428674.0,0.00242,32.6,,,
389,2026-03-28 11:50:01.955,134192172019550000,,7.7708335,9.28599e-06,27.8,0,0,,,,,,
390,2026-03-28 11:50:48.855,134192172488550000,,,,,0,0,428794.0,0.002421,32.5,,,
391,2026-03-28 11:51:37.955,134192172979550000,,7.8854165,8.298238e-06,26.8,0,0,,,,,,
392,2026-03-28 11:52:48.855,134192173688550000,,,,,0,0,428914.0,0.002421,32.4,,,
393,2026-03-28 11:53:13.955,134192173939550000,,8.333333,9.0876265e-06,26.1,0,0,,,,,,
394,2026-03-28 11:54:49.955,134192174899550000,,8.104167,9.806315e-06,25.5,0,0,,,,,,
395,2026-03-28 11:56:25.955,134192175859550000,,8.03125,1.12559e-05,25.5,0,0,,,,,,
396,2026-03-28 11:58:01.955,134192176819550000,,7.8020835,8.467102e-06,29.6,0,0,,,,,,
397,2026-03-28 11:59:37.955,134192177779550000,,8.114583,1.0025533e-05,26.8,0,0,,,,,,
398,2026-03-28 12:00:48.855,134192178488550000,,,,,0,0,429394.0,0.002422,32.5,,,
399,2026-03-28 12:01:13.955,134192178739550000,,6.8854165,1.1219279e-05,26.6,0,0,,,,,,
400,2026-03-28 12:02:49.955,134192179699550000,,8.489583,9.850057e-06,26.3,0,0,,,,,,
401,2026-03-28 12:03:48.855,134192180288550000,,,,,0,0,429574.0,0.002423,32.7,,,
402,2026-03-28 12:04:25.955,134192180659550000,,7.9479165,1.0379537e-05,26.7,0,0,,,,,,
403,2026-03-28 12:05:48.855,134192181488550000,,,,,0,0,429694.0,0.002423,32.8,,,
404,2026-03-28 12:06:01.955,134192181619550000,,5.5625,7.911682e-06,31.0,0,0,,,,,,
405,2026-03-28 12:07:37.955,134192182579550000,,4.3125,4.6630857e-06,32.8,0,0,,,,,,
406,2026-03-28 12:07:48.855,134192182688550000,,,,,0,0,429814.0,0.002424,32.9,,,
407,2026-03-28 12:09:13.955,134192183539550000,,4.4895835,5.245463e-06,38.0,0,0,,,,,,
408,2026-03-28 12:10:49.955,134192184499550000,,4.5833335,7.5897215e-06,35.4,0,0,,,,,,
409,2026-03-28 12:11:48.855,134192185088550000,,,,,0,0,430054.0,0.002424,32.8,,,
410,2026-03-28 12:12:25.955,134192185459550000,,4.3125,6.132507e-06,36.6,0,0,,,,,,
411,2026-03-28 12:12:48.855,134192185688550000,,,,,0,0,430114.0,0.002424,32.7,,,
412,2026-03-28 12:13:48.855,134192186288550000,,,,,0,0,430174.0,0.002424,32.5,,,
413,2026-03-28 12:14:01.955,134192186419550000,,4.3020835,5.588277e-06,37.6,0,0,,,,,,
414,2026-03-28 12:14:48.855,134192186888550000,,,,,0,0,430234.0,0.002424,32.3,,,
415,2026-03-28 12:15:37.955,134192187379550000,,4.4895835,4.378764e-06,38.0,0,0,,,,,,
416,2026-03-28 12:15:48.855,134192187488550000,,,,,0,0,430294.0,0.002424,32.1,,,
417,2026-03-28 12:16:48.855,134192188088550000,,,,,0,0,430354.0,0.002424,31.9,,,
418,2026-03-28 12:17:13.955,134192188339550000,,4.0833335,4.7470094e-06,37.6,0,0,,,,,,
419,2026-03-28 12:17:48.855,134192188688550000,,,,,0,0,430414.0,0.002425,31.7,,,
420,2026-03-28 12:18:48.855,134192189288550000,,,,,0,0,430474.0,0.002425,31.5,,,
421,2026-03-28 12:18:49.955,134192189299550000,,4.6875,4.4428507e-06,35.9,0,0,,,,,,
422,2026-03-28 12:19:48.855,134192189888550000,,,,,0,0,430534.0,0.002425,31.3,,,
423,2026-03-28 12:20:25.955,134192190259550000,,4.5729165,6.810506e-06,32.5,0,0,,,,,,
424,2026-03-28 12:20:48.855,134192190488550000,,,,,0,0,430594.0,0.002425,31.0,,,
425,2026-03-28 12:21:48.855,134192191088550000,,,,,0,0,430654.0,0.002425,30.8,,,
426,2026-03-28 12:22:01.955,134192191219550000,,4.2916665,4.385376e-06,34.5,0,0,,,,,,
427,2026-03-28 12:22:48.855,134192191688550000,,,,,0,0,430714.0,0.002425,30.5,,,
428,2026-03-28 12:23:37.955,134192192179550000,,4.125,4.377238e-06,37.5,0,0,,,,,,
429,2026-03-28 12:23:48.855,134192192288550000,,,,,0,0,430774.0,0.002425,30.3,,,
430,2026-03-28 12:24:48.855,134192192888550000,,,,,0,0,430834.0,0.002425,30.1,,,
431,2026-03-28 12:25:13.955,134192193139550000,,4.4270835,5.5389405e-06,38.5,0,0,,,,,,
432,2026-03-28 12:25:48.855,134192193488550000,,,,,0,0,430894.0,0.002425,29.9,,,
433,2026-03-28 12:26:48.855,134192194088550000,,,,,0,0,430954.0,0.002425,29.7,,,
434,2026-03-28 12:26:49.955,134192194099550000,,3.8958333,3.960673e-06,38.5,0,0,,,,,,
435,2026-03-28 12:27:48.855,134192194688550000,,,,,0,0,431014.0,0.002425,29.5,,,
436,2026-03-28 12:28:25.955,134192195059550000,,3.8854167,5.068461e-06,40.6,0,0,,,,,,
437,2026-03-28 12:28:48.855,134192195288550000,,,,,0,0,431074.0,0.002425,29.3,,,
438,2026-03-28 12:29:48.855,134192195888550000,,,,,0,0,431134.0,0.002426,29.2,,,
439,2026-03-28 12:30:01.955,134192196019550000,,3.65625,4.9601235e-06,38.0,0,0,,,,,,
440,2026-03-28 12:30:48.855,134192196488550000,,,,,0,0,431194.0,0.002426,29.0,,,
441,2026-03-28 12:31:37.955,134192196979550000,,4.3854165,4.800415e-06,39.3,0,0,,,,,,
442,2026-03-28 12:31:48.855,134192197088550000,,,,,0,0,431254.0,0.002426,28.9,,,
443,2026-03-28 12:32:48.855,134192197688550000,,,,,0,0,431314.0,0.002426,28.8,,,
444,2026-03-28 12:33:13.955,134192197939550000,,4.40625,5.6777953e-06,37.3,0,0,,,,,,
445,2026-03-28 12:34:48.855,134192198888550000,,,,,0,0,431434.0,0.002426,28.6,,,
446,2026-03-28 12:34:49.955,134192198899550000,,3.7916667,4.9540204e-06,41.6,0,0,,,,,,
447,2026-03-28 12:36:25.955,134192199859550000,,4.6979165,5.974833e-06,38.3,0,0,,,,,,
448,2026-03-28 12:36:48.855,134192200088550000,,,,,0,0,431554.0,0.002426,28.5,,,
449,2026-03-28 12:38:01.955,134192200819550000,,4.5520835,6.68691e-06,29.7,0,0,,,,,,
450,2026-03-28 12:38:48.855,134192201288550000,,,,,0,0,431674.0,0.002426,28.3,,,
451,2026-03-28 12:39:37.955,134192201779550000,,4.0104165,6.534831e-06,35.7,0,0,,,,,,
452,2026-03-28 12:39:48.855,134192201888550000,,,,,0,0,431734.0,0.002426,28.2,,,
453,2026-03-28 12:41:13.955,134192202739550000,,3.7083333,7.056681e-06,33.9,0,0,,,,,,
454,2026-03-28 12:41:48.855,134192203088550000,,,,,0,0,431854.0,0.002427,28.0,,,
455,2026-03-28 12:42:49.955,134192203699550000,,4.0416665,5.649821e-06,37.5,0,0,,,,,,
456,2026-03-28 12:44:25.955,134192204659550000,,4.0416665,6.3812254e-06,35.6,0,0,,,,,,
457,2026-03-28 12:45:48.855,134192205488550000,,,,,0,0,432094.0,0.002427,28.2,,,
458,2026-03-28 12:46:01.955,134192205619550000,,4.4895835,4.727173e-06,36.1,0,0,,,,,,
459,2026-03-28 12:46:48.855,134192206088550000,,,,,0,0,432154.0,0.002427,28.3,,,
460,2026-03-28 12:47:37.955,134192206579550000,,4.1875,6.7092897e-06,34.1,0,0,,,,,,
461,2026-03-28 12:47:48.855,134192206688550000,,,,,0,0,432214.0,0.002427,28.4,,,
462,2026-03-28 12:48:48.855,134192207288550000,,,,,0,0,432274.0,0.002427,28.5,,,
463,2026-03-28 12:49:13.955,134192207539550000,,3.9270833,6.2520344e-06,34.7,0,0,,,,,,
464,2026-03-28 12:49:48.855,134192207888550000,,,,,0,0,432334.0,0.002427,28.7,,,
465,2026-03-28 12:50:48.855,134192208488550000,,,,,0,0,432394.0,0.002428,28.8,,,
466,2026-03-28 12:50:49.955,134192208499550000,,4.4166665,5.3278604e-06,34.9,0,0,,,,,,
467,2026-03-28 12:51:48.855,134192209088550000,,,,,0,0,432454.0,0.002428,29.0,,,
468,2026-03-28 12:52:25.955,134192209459550000,,3.9895833,6.6507973e-06,33.5,0,0,,,,,,
469,2026-03-28 12:52:48.855,134192209688550000,,,,,0,0,432514.0,0.002428,29.2,,,
470,2026-03-28 12:53:48.855,134192210288550000,,,,,0,0,432574.0,0.002428,29.4,,,
471,2026-03-28 12:54:01.955,134192210419550000,,4.3020835,6.6945395e-06,34.9,0,0,,,,,,
472,2026-03-28 12:54:48.855,134192210888550000,,,,,0,0,432634.0,0.002428,29.6,,,
473,2026-03-28 12:55:37.955,134192211379550000,,4.4583335,6.5226236e-06,30.7,0,0,,,,,,
474,2026-03-28 12:55:48.855,134192211488550000,,,,,0,0,432694.0,0.002428,29.7,,,
475,2026-03-28 12:56:48.855,134192212088550000,,,,,0,0,432754.0,0.002428,29.9,,,
476,2026-03-28 12:57:13.955,134192212339550000,,4.09375,5.865987e-06,35.3,0,0,,,,,,
477,2026-03-28 12:57:48.855,134192212688550000,,,,,0,0,432814.0,0.002428,30.1,,,
478,2026-03-28 12:58:48.855,134192213288550000,,,,,0,0,432874.0,0.002428,30.3,,,
479,2026-03-28 12:58:49.955,134192213299550000,,3.90625,7.876079e-06,33.8,0,0,,,,,,
480,2026-03-28 12:59:48.855,134192213888550000,,,,,0,0,432934.0,0.002429,30.4,,,
