Millis,PicoTemp Temp (C),ICM20948 AccX (g),ICM20948 AccY (g),ICM20948 AccZ (g),ICM20948 GyroX (deg/s),ICM20948 GyroY (deg/s),ICM20948 GyroZ (deg/s),ICM20948 MagX (uT),ICM20948 MagY (uT),ICM20948 MagZ (uT),ICM20948 Temp (C),PCF8523 Year,PCF8523 Month,PCF8523 Day,PCF8523 Hour,PCF8523 Minute,PCF8523 Second,TMP117 Temp (C),BME688 Temp (C),BME688 Pressure,BME688 Rel Hum (%),BME688 Gas Resistance,Geiger CPS,Geiger Dose (uSv/hr),UV_Sensor_O UVA2 (nm),UV_Sensor_O UVB2 (nm),UV_Sensor_O UVC2 (nm),ENS160_O AQI,ENS160_O TVOC (ppb),ENS160_O eCO2 (ppm),BMP390_O Temp (C),BMP390_O Pressure (Pa),BMP390_O Altitude (m),TMP117_O Temp_O (C),SHTC3_O Temp (C),SHTC3_O Rel Hum (%),Ozone Conc (ppb),AnalogTemp ADC_Read
330805,28.542863845825195,-1.7621324062347412,-7.967903137207031,1.4221558570861816,-0.24796445667743683,-2.5568010807037354,0.01489915233105421,12.449999809265137,-16.799999237060547,89.8499984741211,31.11172103881836,2026,3,28,9,6,10,29.953125,29.55350112915039,96510,13.234416007995605,122488,1.670378565788269,0.5712694525718689,0.0,0.0,0.0,,,,,,,30.234375,30.049999237060547,16.31999969482422,,
331704,,-1.2832920551300049,-10.596736907958984,-1.7286136150360107,0.1910284161567688,-2.2534968852996826,-0.2453038990497589,-10.800000190734863,-13.800000190734863,65.4000015258789,31.447179794311523,,,,,,,29.953125,29.5522403717041,96450,13.179475784301758,122576,,,0.0,0.0,0.0,,,,,,,30.109375,29.84000015258789,16.299999237060547,,
332601,28.542863845825195,4.079719543457031,-10.754754066467285,2.365471363067627,-0.16495490074157715,-1.9427430629730225,-0.01383492723107338,12.75,-12.149999618530273,48.29999923706055,31.207565307617188,2026,3,28,9,6,12,29.96875,29.549718856811523,96388,13.119524002075195,122488,1.1135857105255127,0.3808463215827942,0.0,0.0,0.0,,,,,,,29.9765625,29.559999465942383,16.40999984741211,,
333501,,-2.3271639347076416,-9.639056205749512,1.139639973640442,0.21710193157196045,-2.46687388420105,0.07396364957094193,29.549999237060547,-8.550000190734863,92.8499984741211,31.207565307617188,,,,,,,29.96875,29.54656982421875,96328,13.074527740478516,122576,,,0.0,0.0,0.0,,,,,,,29.9765625,29.6200008392334,16.559999465942383,,
334398,28.542863845825195,2.8874073028564453,-10.409989356994629,1.359906554222107,0.13143180310726166,-1.959770679473877,-0.0691746324300766,-15.600000381469727,-8.850000381469727,91.3499984741211,31.207565307617188,2026,3,28,9,6,14,29.96875,29.54373550415039,96266,13.02458381652832,122752,1.1135857105255127,0.3808463215827942,0.0,0.0,0.0,,,,,,,29.890625,29.479999542236328,16.610000610351562,,
335297,,1.5179238319396973,-8.959102630615234,-0.06703764945268631,-0.16548702120780945,-2.1513311862945557,-0.006385351065546274,-0.15000000596046448,-8.850000381469727,44.54999923706055,31.30341148376465,,,,,,,29.96875,29.542789459228516,96204,12.979720115661621,122224,,,0.0,0.0,0.0,,,,,,,29.78125,29.309999465942383,16.65999984741211,,
336194,28.542863845825195,2.346317768096924,-9.165003776550293,1.723825216293335,-0.1548447608947754,-1.0397480726242065,-0.06811041384935379,30.149999618530273,-12.149999618530273,56.54999923706055,31.207565307617188,2026,3,28,9,6,15,29.96875,29.539953231811523,96142,12.94475269317627,122752,0.0,0.0,0.0,0.0,0.0,,,,,,,29.6640625,29.270000457763672,16.709999084472656,,
337093,,0.5746083855628967,-9.849745750427246,1.742978811264038,0.1910284161567688,-1.2664278745651245,-0.24796445667743683,22.950000762939453,-15.449999809265137,84.5999984741211,30.920028686523438,,,,,,,29.9609375,29.538379669189453,96081,12.899896621704102,122664,,,0.0,0.0,0.0,,,,,,,29.4296875,29.059999465942383,16.790000915527344,,
337990,28.542863845825195,-1.4269442558288574,-9.988609313964844,-1.3838485479354858,-0.10163349658250809,-1.1850146055221558,-0.10269773006439209,-0.44999998807907104,-17.25,86.69999694824219,31.30341148376465,2026,3,28,9,6,17,29.96875,29.533336639404297,96018,12.864863395690918,123195,0.5567928552627563,0.1904231607913971,0.0,0.0,0.0,,,,,,,29.2578125,28.889999389648438,16.860000610351562,,
338890,,-0.7852981686592102,-10.390835762023926,0.9528923034667969,-0.14579884707927704,-0.8726646304130554,0.0047890134155750275,-9.0,-17.25,70.80000305175781,30.920028686523438,,,,,,,29.96875,29.52640724182129,95956,12.82976245880127,124000,,,0.0,0.0,0.0,,,,,,,29.4296875,28.959999084472656,16.920000076293945,,
339787,29.01100730895996,-0.3974374830722809,-9.677363395690918,-0.10534487664699554,-0.08034899830818176,-1.0631608963012695,0.06278928369283676,-5.25,-13.5,57.150001525878906,31.063796997070312,2026,3,28,9,6,19,29.96875,29.52042007446289,95895,12.78974437713623,123641,0.0,0.0,0.0,0.0,0.0,,,,,,,29.4296875,28.920000076293945,17.010000228881836,,
340686,,-1.7525556087493896,-10.1753568649292,0.7422025203704834,-0.06066083535552025,-1.7208521366119385,-0.06332139670848846,23.700000762939453,-15.0,56.400001525878906,31.207565307617188,,,,,,,29.9609375,29.515380859375,95833,12.749778747558594,123284,,,0.0,0.0,0.0,,,,,,,29.3828125,28.889999389648438,17.010000228881836,,
341583,28.542863845825195,0.8044517636299133,-10.951078414916992,0.7182605266571045,-0.03671576827764511,-1.8437700271606445,0.05533970892429352,32.25,-12.149999618530273,82.19999694824219,30.920028686523438,2026,3,28,9,6,21,29.96875,29.508764266967773,95769,12.714734077453613,123552,1.1135857105255127,0.3808463215827942,0.0,0.0,0.0,,,,,,,29.265625,28.770000457763672,17.100000381469727,,
342482,,-0.12928688526153564,-9.366117477416992,0.7565677165985107,0.12504646182060242,-1.5447227954864502,0.0686425194144249,1.9500000476837158,-12.0,98.69999694824219,31.11172103881836,,,,,,,29.953125,29.50498390197754,95705,12.684781074523926,123106,,,0.0,0.0,0.0,,,,,,,29.078125,28.68000030517578,17.09000015258789,,
343379,29.01100730895996,1.1444283723831177,-10.223240852355957,-1.0630255937576294,0.02288084104657173,-1.1349960565567017,-0.10056927800178528,-18.899999618530273,-10.5,78.0,31.207565307617188,2026,3,28,9,6,23,29.9453125,29.502777099609375,95639,12.669795989990234,123821,0.0,0.0,0.0,0.0,0.0,,,,,,,29.015625,28.579999923706055,17.1299991607666,,
344278,,1.3263877630233765,-10.539276123046875,2.0685901641845703,0.025009291246533394,-1.0817848443984985,-0.0026605629827827215,-11.100000381469727,-11.25,57.900001525878906,31.30341148376465,,,,,,,29.9453125,29.498682022094727,95573,12.639843940734863,123641,,,0.0,0.0,0.0,,,,,,,28.859375,28.350000381469727,17.200000762939453,,
345176,28.542863845825195,1.2832920551300049,-9.509769439697266,-1.1683704853057861,0.06332139670848846,-1.2680243253707886,0.021284503862261772,15.600000381469727,-12.300000190734863,48.900001525878906,31.207565307617188,2026,3,28,9,6,24,29.9453125,29.491119384765625,95506,12.619682312011719,123821,1.1135857105255127,0.3808463215827942,0.0,0.0,0.0,,,,,,,28.7890625,28.329999923706055,17.280000686645508,,
346075,,1.7860745191574097,-9.619902610778809,-1.115697979927063,0.28468024730682373,-0.7997652292251587,0.1042940616607666,30.899999618530273,-13.350000381469727,66.0,31.0158748626709,,,,,,,29.953125,29.48356056213379,95438,12.594565391540527,124000,,,0.0,0.0,0.0,,,,,,,28.7890625,28.290000915527344,17.34000015258789,,
346972,28.542863845825195,-0.22026655077934265,-10.194510459899902,0.14365209639072418,0.1372850388288498,-0.35917600989341736,-0.11333998292684555,27.899999618530273,-13.649999618530273,82.94999694824219,31.0158748626709,2026,3,28,9,6,26,29.953125,29.47757339477539,95370,12.564558029174805,124000,0.5567928552627563,0.1904231607913971,0.0,0.0,0.0,,,,,,,28.6484375,28.200000762939453,17.489999771118164,,
347871,,0.44532153010368347,-11.60708999633789,-1.0055646896362305,0.19688165187835693,-0.773691713809967,-0.08300956338644028,19.200000762939453,-12.75,95.4000015258789,31.11172103881836,,,,,,,29.953125,29.47347640991211,95301,12.544556617736816,123552,,,0.0,0.0,0.0,,,,,,,28.578125,28.18000030517578,17.56999969482422,,
348768,29.01100730895996,0.4884171485900879,-9.32302188873291,0.19632454216480255,-0.11280786246061325,-0.4336717426776886,0.06066083535552025,6.300000190734863,-12.300000190734863,97.19999694824219,31.11172103881836,2026,3,28,9,6,28,29.9296875,29.468120574951172,95231,12.524503707885742,123462,0.0,0.0,0.0,0.0,0.0,,,,,,,28.4765625,28.15999984741211,17.6200008392334,,
349667,,1.4939818382263184,-9.801861763000488,-0.5027823448181152,-0.007449576165527105,-0.870536208152771,0.08833068609237671,-5.699999809265137,-11.25,94.3499984741211,31.207565307617188,,,,,,,29.9296875,29.46371078491211,95161,12.514412879943848,124000,,,0.0,0.0,0.0,,,,,,,28.4609375,28.149999618530273,17.610000610351562,,
350564,28.542863845825195,0.5267243981361389,-10.409989356994629,0.08619125932455063,0.06332139670848846,-1.0605003833770752,-0.10003716498613358,-14.100000381469727,-12.0,80.25,31.447179794311523,2026,3,28,9,6,30,29.9296875,29.46087646484375,95090,12.504384994506836,124181,0.5567928552627563,0.1904231607913971,0.0,0.0,0.0,,,,,,,28.4140625,28.059999465942383,17.59000015258789,,
351464,,-0.9911994934082031,-9.926360130310059,-0.07661445438861847,0.004256900865584612,-0.242643341422081,0.023412954062223434,-19.649999618530273,-9.600000381469727,65.0999984741211,31.11172103881836,,,,,,,29.921875,29.45772361755371,95018,12.484431266784668,123910,,,0.0,0.0,0.0,,,,,,,28.296875,27.920000076293945,17.56999969482422,,
352361,28.542863845825195,2.145204782485962,-10.44350814819336,0.790086567401886,-0.05746815726161003,-0.35332274436950684,-0.11812899261713028,-16.049999237060547,-9.449999809265137,61.349998474121094,31.0158748626709,2026,3,28,9,6,31,29.921875,29.450794219970703,94946,12.469285011291504,123821,0.0,0.0,0.0,0.0,0.0,,,,,,,28.296875,27.75,17.579999923706055,,
353260,,1.091755986213684,-9.35654067993164,-2.011129379272461,0.010110138915479183,-0.40972670912742615,0.05533970892429352,-7.650000095367432,-10.649999618530273,53.400001525878906,31.0158748626709,,,,,,,29.9140625,29.444177627563477,94874,12.454154014587402,124362,,,0.0,0.0,0.0,,,,,,,28.234375,27.56999969482422,17.68000030517578,,
354157,28.542863845825195,0.6751648783683777,-9.81143856048584,-0.49320554733276367,0.11759687960147858,0.013302814215421677,0.14367039501667023,-1.0499999523162842,-12.600000381469727,51.150001525878906,31.063796997070312,2026,3,28,9,6,33,29.921875,29.435672760009766,94803,12.433996200561523,124817,1.1129660606384277,0.3806343972682953,0.0,0.0,0.0,,,,,,,28.078125,27.40999984741211,17.690000534057617,,
355056,,-1.8291701078414917,-10.381258964538574,1.680729627609253,-0.07662421464920044,0.49273625016212463,0.04576168209314346,-0.6000000238418579,-17.100000381469727,55.5,31.255489349365234,,,,,,,29.9140625,29.429683685302734,94733,12.408992767333984,124453,,,0.0,0.0,0.0,,,,,,,27.96875,27.360000610351562,17.75,,
355953,28.542863845825195,-0.545877993106842,-10.070012092590332,-1.235408067703247,0.19475321471691132,0.49380046129226685,-0.0005321126081980765,-4.650000095367432,-15.600000381469727,59.54999923706055,31.0158748626709,2026,3,28,9,6,35,29.8984375,29.42306900024414,94662,12.413681030273438,125091,1.1135857105255127,0.3808463215827942,0.0,0.0,0.0,,,,,,,27.8671875,27.3799991607666,17.770000457763672,,
356853,,-1.0582371950149536,-9.883264541625977,-0.11971008777618408,-0.13143180310726166,0.3245886564254761,-0.10535828769207001,-7.5,-15.0,63.29999923706055,31.207565307617188,,,,,,,29.890625,29.4161376953125,94590,12.383691787719727,124543,,,0.0,0.0,0.0,,,,,,,27.8203125,27.3700008392334,17.81999969482422,,
357750,28.542863845825195,0.11013327538967133,-10.333374977111816,-1.50355863571167,0.05693604424595833,0.35970810055732727,-0.24104700982570648,-10.199999809265137,-13.649999618530273,68.0999984741211,31.11172103881836,2026,3,28,9,6,37,29.875,29.407947540283203,94518,12.368512153625488,124543,1.1135857105255127,0.3808463215827942,0.0,0.0,0.0,,,,,,,27.828125,27.360000610351562,17.829999923706055,,
358649,,0.1628057211637497,-9.797073364257812,-1.2497732639312744,0.001064225216396153,0.2820196747779846,-0.1207895576953888,-15.449999809265137,-12.600000381469727,75.75,31.0158748626709,,,,,,,29.8671875,29.398181915283203,94447,12.333478927612305,124908,,,0.0,0.0,0.0,,,,,,,27.828125,27.309999465942383,17.8700008392334,,
359546,28.542863845825195,-0.06224924325942993,-9.57201862335205,-0.2585737705230713,0.06757830083370209,0.3660934567451477,-0.10216561704874039,-14.850000381469727,-11.25,85.3499984741211,31.11172103881836,2026,3,28,9,6,39,29.8671875,29.38715171813965,94374,12.313249588012695,125736,0.0,0.0,0.0,0.0,0.0,,,,,,,27.703125,27.290000915527344,17.850000381469727,,
360445,,-0.35434186458587646,-9.035717010498047,0.4644751250743866,0.09950505197048187,0.39269909262657166,0.02288084104657173,-8.399999618530273,-7.949999809265137,95.55000305175781,31.063796997070312,,,,,,,29.859375,29.378015518188477,94301,12.278260231018066,125183,,,0.0,0.0,0.0,,,,,,,27.6796875,27.200000762939453,17.920000076293945,,
361342,28.542863845825195,0.9672574996948242,-10.769119262695312,-0.3687070608139038,0.16016589105129242,0.28468024730682373,-0.05533970892429352,1.350000023841858,-9.899999618530273,100.19999694824219,30.920028686523438,2026,3,28,9,6,40,29.84375,29.366989135742188,94226,12.26793098449707,125736,1.1135857105255127,0.3808463215827942,0.0,0.0,0.0,,,,,,,27.609375,27.139999389648438,17.950000762939453,,
362242,,-0.5315127968788147,-10.884040832519531,1.436521053314209,-0.20592756569385529,-0.40653398633003235,-0.0877985805273056,0.30000001192092896,-12.899999618530273,95.55000305175781,30.776260375976562,,,,,,,29.8359375,29.3559627532959,94152,12.237831115722656,125922,,,0.0,0.0,0.0,,,,,,,27.4375,27.040000915527344,17.950000762939453,,
363139,28.542863845825195,-0.14365209639072418,-9.519346237182617,0.028730420395731926,-0.019688164815306664,-1.1754367351531982,-0.10908307880163193,-12.75,-13.649999618530273,84.0,30.920028686523438,2026,3,28,9,6,42,29.8203125,29.345251083374023,94079,12.222578048706055,126108,0.0,0.0,0.0,0.0,0.0,,,,,,,27.3671875,27.0,17.979999542236328,,
364038,,-0.2298433631658554,-10.24239444732666,-0.023942016065120697,0.16974391043186188,-1.1339318752288818,0.0026605629827827215,-7.949999809265137,-14.399999618530273,59.099998474121094,30.776260375976562,,,,,,,29.8046875,29.338321685791016,94005,12.202536582946777,126576,,,0.0,0.0,0.0,,,,,,,27.34375,26.93000030517578,18.049999237060547,,
364935,28.542863845825195,-0.42616790533065796,-10.414777755737305,-1.072602391242981,0.16016589105129242,-0.6885536909103394,0.061725057661533356,10.649999618530273,-16.350000381469727,54.45000076293945,30.776260375976562,2026,3,28,9,6,44,29.796875,29.331073760986328,93930,12.177545547485352,125829,0.5567928552627563,0.1904231607913971,0.0,0.0,0.0,,,,,,,27.34375,26.84000015258789,18.049999237060547,,
365834,,-1.0055646896362305,-9.035717010498047,-0.35913026332855225,-0.16229432821273804,-0.8721325397491455,-0.11440420895814896,22.5,-16.950000762939453,61.5,30.920028686523438,,,,,,,29.796875,29.32571792602539,93854,12.172394752502441,125275,,,0.0,0.0,0.0,,,,,,,27.28125,26.889999389648438,18.110000610351562,,
366731,28.542863845825195,3.423708438873291,-9.44752025604248,0.05267243832349777,0.16601912677288055,-1.4526673555374146,0.16335856914520264,28.799999237060547,-14.25,73.80000305175781,30.6804141998291,2026,3,28,9,6,46,29.7734375,29.318471908569336,93779,12.157291412353516,125091,0.0,0.0,0.0,0.0,0.0,,,,,,,27.25,26.790000915527344,18.190000534057617,,
367630,,-0.9624691009521484,-9.715670585632324,-0.2059013396501541,0.09418392926454544,-0.9498209953308105,0.0686425194144249,15.149999618530273,-11.550000190734863,98.25,30.920028686523438,,,,,,,29.765625,29.30996322631836,93704,12.137200355529785,125829,,,0.0,0.0,0.0,,,,,,,27.1640625,26.719999313354492,18.18000030517578,,
368528,28.542863845825195,0.8427590131759644,-10.247182846069336,1.0199298858642578,0.04895435646176338,-0.7901871800422668,-0.023945065215229988,-0.15000000596046448,-9.300000190734863,99.30000305175781,31.11172103881836,2026,3,28,9,6,48,29.765625,29.303348541259766,93630,12.132002830505371,125829,0.0,0.0,0.0,0.0,0.0,,,,,,,27.109375,26.670000076293945,18.190000534057617,,
369427,,0.9002198576927185,-10.122684478759766,0.9385270476341248,-0.01489915233105421,-1.5479154586791992,-0.20273490250110626,-22.350000381469727,-6.0,77.0999984741211,30.920028686523438,,,,,,,29.75,29.29452896118164,93555,12.09709644317627,126388,,,0.0,0.0,0.0,,,,,,,26.921875,26.489999771118164,18.190000534057617,,
370324,28.542863845825195,-0.24420857429504395,-10.02691650390625,-2.7964274883270264,0.16389068961143494,-1.2227946519851685,-0.05533970892429352,-0.44999998807907104,-7.349999904632568,43.349998474121094,30.776260375976562,2026,3,28,9,6,49,29.75,29.281925201416016,93482,12.091668128967285,126669,0.5567928552627563,0.1904231607913971,0.0,0.0,0.0,,,,,,,26.921875,26.40999984741211,18.200000762939453,,
371223,,1.7046716213226318,-10.577583312988281,-1.3934253454208374,0.06651407480239868,-0.5698925852775574,0.044165343046188354,25.5,-12.0,50.70000076293945,30.920028686523438,,,,,,,29.7421875,29.270898818969727,93410,12.076431274414062,126952,,,0.0,0.0,0.0,,,,,,,26.921875,26.40999984741211,18.25,,
372120,29.01100730895996,-2.2218191623687744,-10.194510459899902,-0.5315127968788147,0.06278928369283676,1.1876752376556396,-0.07981688529253006,19.649999618530273,-13.5,53.849998474121094,30.920028686523438,2026,3,28,9,6,51,29.7421875,29.259241104125977,93338,12.061172485351562,127808,0.0,0.0,0.0,0.0,0.0,,,,,,,26.8828125,26.350000381469727,18.260000228881836,,
373019,,-1.599326729774475,-10.103530883789062,0.10534487664699554,-0.11440420895814896,2.9761056900024414,0.06757830083370209,-8.25,-15.0,68.69999694824219,30.776260375976562,,,,,,,29.7421875,29.2469539642334,93266,12.050823211669922,127712,,,0.0,0.0,0.0,,,,,,,26.8046875,26.25,18.3700008392334,,
373917,28.074718475341797,1.3024457693099976,-9.351752281188965,0.3016694188117981,-0.0867343544960022,3.1203081607818604,-0.0015963377663865685,23.25,-16.5,79.80000305175781,30.6804141998291,2026,3,28,9,6,53,29.7109375,29.233407974243164,93194,12.015769004821777,128000,0.5567928552627563,0.1904231607913971,0.0,0.0,0.0,,,,,,,26.7578125,26.200000762939453,18.34000015258789,,
374816,,0.5027823448181152,-9.940725326538086,0.043095629662275314,0.02766985446214676,1.8767610788345337,-0.11227575689554214,5.699999809265137,-17.25,56.099998474121094,30.920028686523438,,,,,,,29.6875,29.21954345703125,93122,12.000434875488281,127712,,,0.0,0.0,0.0,,,,,,,26.625,26.190000534057617,18.389999389648438,,
375713,28.542863845825195,0.4165911078453064,-9.916783332824707,-1.3024457693099976,0.013302814215421677,0.892352819442749,-0.09205547720193863,-9.149999618530273,-15.149999618530273,72.44999694824219,30.920028686523438,2026,3,28,9,6,55,29.6640625,29.207889556884766,93051,11.98519229888916,128385,0.5567928552627563,0.1904231607913971,0.0,0.0,0.0,,,,,,,26.5625,26.170000076293945,18.389999389648438,,
376612,,0.45489832758903503,-9.921571731567383,-1.6950948238372803,0.09471604228019714,0.5353052616119385,-0.08460589498281479,-7.5,-15.0,87.75,30.72833824157715,,,,,,,29.6484375,29.1981201171875,92982,11.965095520019531,128096,,,0.0,0.0,0.0,,,,,,,26.4765625,26.149999618530273,18.420000076293945,,
377509,28.542863845825195,-0.7852981686592102,-10.299856185913086,-1.4987702369689941,0.11121153086423874,0.207523912191391,-0.12717489898204803,-4.5,-9.300000190734863,96.9000015258789,30.72833824157715,2026,3,28,9,6,57,29.6328125,29.186466217041016,92914,11.944930076599121,128481,0.5564830303192139,0.19031719863414764,0.0,0.0,0.0,,,,,,,26.4765625,26.100000381469727,18.389999389648438,,
378408,,-1.335964560508728,-9.66299819946289,1.4844050407409668,0.15431265532970428,-0.188899964094162,-0.06332139670848846,-5.699999809265137,-7.800000190734863,101.8499984741211,30.920028686523438,,,,,,,29.6171875,29.17449378967285,92845,11.92968463897705,129162,,,0.0,0.0,0.0,,,,,,,26.421875,26.059999465942383,18.40999984741211,,
379305,28.542863845825195,1.1348515748977661,-9.30386734008789,0.9241618514060974,0.028201965615153313,-0.9897294044494629,-0.08833068609237671,-18.450000762939453,-6.300000190734863,92.55000305175781,30.872106552124023,2026,3,28,9,6,58,29.6171875,29.1612606048584,92777,11.919321060180664,129162,0.0,0.0,0.0,0.0,0.0,,,,,,,26.375,25.920000076293945,18.40999984741211,,
380205,,0.6512228846549988,-10.170568466186523,-1.8100165128707886,0.10110139101743698,-1.381364345550537,0.14952364563941956,-15.0,-6.449999809265137,52.95000076293945,30.6804141998291,,,,,,,29.609375,29.147396087646484,92709,11.908933639526367,128675,,,0.0,0.0,0.0,,,,,,,26.265625,25.790000915527344,18.43000030517578,,
381102,28.542863845825195,0.7422025203704834,-9.50498104095459,-0.6320692300796509,0.3464052975177765,-0.876921534538269,0.011174364015460014,12.75,-10.949999809265137,47.25,30.776260375976562,2026,3,28,9,7,0,29.6171875,29.132274627685547,92642,11.888649940490723,129554,0.0,0.0,0.0,0.0,0.0,,,,,,,26.28125,25.770000457763672,18.450000762939453,,
382001,,0.23942017555236816,-10.405200958251953,0.26815059781074524,0.12611067295074463,-0.2660562992095947,-0.08992702513933182,22.799999237060547,-16.799999237060547,61.349998474121094,30.72833824157715,,,,,,,29.609375,29.120304107666016,92575,11.868494033813477,128967,,,0.0,0.0,0.0,,,,,,,26.3203125,25.809999465942383,18.530000686645508,,
382898,28.542863845825195,-0.33039984107017517,-10.496180534362793,0.7757213711738586,0.03139464184641838,0.17878982424736023,-0.020220277830958366,18.75,-15.899999618530273,62.400001525878906,30.6804141998291,2026,3,28,9,7,2,29.59375,29.11116600036621,92505,11.858296394348145,129653,0.5564830303192139,0.19031719863414764,0.0,0.0,0.0,,,,,,,26.2578125,25.790000915527344,18.530000686645508,,
383797,,1.4987702369689941,-9.275136947631836,0.1867477297782898,-0.04363323003053665,0.5044426918029785,0.04576168209314346,15.600000381469727,-18.0,59.25,30.872106552124023,,,,,,,29.578125,29.100454330444336,92435,11.848037719726562,129260,,,0.0,0.0,0.0,,,,,,,26.2578125,25.68000030517578,18.559999465942383,,
384694,28.542863845825195,-0.033518824726343155,-9.964667320251465,1.0821791887283325,-0.2261478453874588,0.48209401965141296,-0.09790871292352676,11.100000381469727,-17.25,56.400001525878906,30.72833824157715,2026,3,28,9,7,4,29.5703125,29.087854385375977,92365,11.842635154724121,129751,0.5567928552627563,0.1904231607913971,0.0,0.0,0.0,,,,,,,26.21875,25.56999969482422,18.559999465942383,,
385594,,0.4692635238170624,-11.334151268005371,-0.5793967843055725,0.038844216614961624,0.618314802646637,0.04469745606184006,-1.649999976158142,-14.25,53.099998474121094,30.6804141998291,,,,,,,29.5625,29.072729110717773,92296,11.817447662353516,129456,,,0.0,0.0,0.0,,,,,,,26.15625,25.450000762939453,18.639999389648438,,
386491,28.542863845825195,-1.4939818382263184,-10.251971244812012,-1.41257905960083,-0.2453038990497589,0.7997652292251587,-0.11866110563278198,-11.699999809265137,-12.899999618530273,58.349998474121094,30.536645889282227,2026,3,28,9,7,6,29.5625,29.05571937561035,92227,11.81679916381836,130445,0.5567928552627563,0.1904231607913971,0.0,0.0,0.0,,,,,,,26.015625,25.389999389648438,18.649999618530273,,
387390,,1.216254472732544,-9.361329078674316,0.3495534360408783,0.08833068609237671,0.44005709886550903,-0.09578026086091995,-17.700000762939453,-10.800000190734863,76.6500015258789,30.72833824157715,,,,,,,29.5546875,29.039020538330078,92158,11.801398277282715,130246,,,0.0,0.0,0.0,,,,,,,25.9140625,25.440000534057617,18.739999771118164,,
388287,28.542863845825195,1.0869675874710083,-9.768342971801758,0.7996633648872375,0.1920926421880722,-0.9109767079353333,-0.021816615015268326,-19.799999237060547,-7.949999809265137,73.19999694824219,30.72833824157715,2026,3,28,9,7,7,29.5390625,29.024211883544922,92087,11.790996551513672,129751,0.0,0.0,0.0,0.0,0.0,,,,,,,25.8359375,25.389999389648438,18.770000457763672,,
389186,,-0.7613561153411865,-9.643844604492188,-0.47405192255973816,0.11067941784858704,-1.5527045726776123,-0.11333998292684555,-1.649999976158142,-10.050000190734863,46.349998474121094,30.776260375976562,,,,,,,29.53125,29.009719848632812,92018,11.780603408813477,131046,,,0.0,0.0,0.0,,,,,,,25.734375,25.200000762939453,18.790000915527344,,
390083,28.542863845825195,-0.8475474119186401,-9.586383819580078,1.6136919260025024,0.060128722339868546,-0.970573365688324,-0.1394134908914566,24.450000762939453,-10.800000190734863,47.70000076293945,30.6804141998291,2026,3,28,9,7,9,29.515625,28.990188598632812,91947,11.770025253295898,131653,0.5567928552627563,0.1904231607913971,0.0,0.0,0.0,,,,,,,25.734375,25.15999984741211,18.8700008392334,,
390983,,1.6280571222305298,-10.342951774597168,1.623268723487854,0.03831210732460022,-0.6135258078575134,0.05746815726161003,33.29999923706055,-10.050000190734863,66.1500015258789,30.72833824157715,,,,,,,29.5234375,28.973175048828125,91879,11.764459609985352,131147,,,0.0,0.0,0.0,,,,,,,25.640625,25.06999969482422,18.920000076293945,,
391880,28.542863845825195,-1.7717092037200928,-9.050082206726074,-0.08619125932455063,-0.08513801544904709,-0.6603516936302185,-0.23146897554397583,29.700000762939453,-14.100000381469727,82.19999694824219,30.58456802368164,2026,3,28,9,7,11,29.515625,28.954273223876953,91809,11.758821487426758,131856,0.0,0.0,0.0,0.0,0.0,,,,,,,25.4453125,24.989999771118164,19.049999237060547,,
392779,,0.7948749661445618,-9.38048267364502,-2.0877439975738525,0.03831210732460022,-0.41345149278640747,0.03352309390902519,22.350000381469727,-15.600000381469727,87.5999984741211,30.536645889282227,,,,,,,29.5078125,28.937259674072266,91740,11.748342514038086,131349,,,0.0,0.0,0.0,,,,,,,25.3671875,24.950000762939453,19.110000610351562,,
393676,28.542863845825195,1.5131354331970215,-9.557653427124023,-1.158793568611145,-0.010642251931130886,-0.39269909262657166,-0.07502787560224533,16.799999237060547,-15.600000381469727,90.44999694824219,30.39287757873535,2026,3,28,9,7,13,29.5078125,28.92245101928711,91670,11.74777889251709,130745,0.5564830303192139,0.19031719863414764,0.0,0.0,0.0,,,,,,,25.328125,24.90999984741211,19.170000076293945,,
394575,,-1.4221558570861816,-9.888052940368652,0.043095629662275314,-0.037247881293296814,0.30223995447158813,-0.11759687960147858,10.350000381469727,-13.800000190734863,92.8499984741211,30.153263092041016,,,,,,,29.5,28.909847259521484,91600,11.752216339111328,130946,,,0.0,0.0,0.0,,,,,,,25.265625,24.920000076293945,19.270000457763672,,
395472,28.542863845825195,-0.49799394607543945,-9.816226959228516,-2.403778553009033,0.07289942353963852,0.8104074597358704,-0.028201965615153313,17.549999237060547,-13.350000381469727,93.44999694824219,30.488723754882812,2026,3,28,9,7,15,29.4921875,28.898193359375,91530,11.737027168273926,131147,0.0,0.0,0.0,0.0,0.0,,,,,,,25.265625,24.959999084472656,19.299999237060547,,
396372,,0.790086567401886,-10.160991668701172,-0.07661445438861847,0.13462448120117188,0.04310112074017525,0.03511942923069,29.700000762939453,-12.600000381469727,91.19999694824219,30.39287757873535,,,,,,,29.4921875,28.886850357055664,91461,11.731682777404785,131248,,,0.0,0.0,0.0,,,,,,,25.265625,24.959999084472656,19.31999969482422,,
