Millis,PicoTemp Temp (C),ICM20948 AccX (g),ICM20948 AccY (g),ICM20948 AccZ (g),ICM20948 GyroX (deg/s),ICM20948 GyroY (deg/s),ICM20948 GyroZ (deg/s),ICM20948 MagX (uT),ICM20948 MagY (uT),ICM20948 MagZ (uT),ICM20948 Temp (C),PCF8523 Year,PCF8523 Month,PCF8523 Day,PCF8523 Hour,PCF8523 Minute,PCF8523 Second,TMP117 Temp (C),BME688 Temp (C),BME688 Pressure,BME688 Rel Hum (%),BME688 Gas Resistance,Geiger CPS,Geiger Dose (uSv/hr),UV_Sensor_O UVA2 (nm),UV_Sensor_O UVB2 (nm),UV_Sensor_O UVC2 (nm),ENS160_O AQI,ENS160_O TVOC (ppb),ENS160_O eCO2 (ppm),BMP390_O Temp (C),BMP390_O Pressure (Pa),BMP390_O Altitude (m),TMP117_O Temp_O (C),SHTC3_O Temp (C),SHTC3_O Rel Hum (%),Ozone Conc (ppb),Analog ADC
125359,30.4154052734375,1.0007762908935547,-0.17717093229293823,9.801861763000488,-0.004256900865584612,0.003192675532773137,-0.019688164815306664,-9.449999809265137,10.649999618530273,79.6500015258789,26.89451026916504,2000,1,0,0,2,24,25.578125,25.36307144165039,96894,17.244665145874023,138715,0.0,0.0,0.0,0.0,0.0,,,,,,,25.28125,25.389999389648438,22.270000457763672,,566
126260,,1.0199298858642578,-0.17238251864910126,9.682151794433594,-0.0026605629827827215,0.001064225216396153,-0.020220277830958366,-9.449999809265137,11.699999809265137,78.9000015258789,27.229969024658203,,,,,,,25.5859375,25.362443923950195,96894,17.249752044677734,138941,,,0.0,0.0,0.0,,,,,,,25.28125,25.3799991607666,22.239999771118164,,597
127158,30.4154052734375,0.9959878921508789,-0.15322890877723694,9.734824180603027,-0.002128450432792306,0.00691746361553669,-0.016495490446686745,-8.550000190734863,11.550000190734863,80.25,27.038278579711914,2000,1,0,0,2,26,25.578125,25.36275863647461,96895,17.234413146972656,139395,0.0,0.0,0.0,0.0,0.0,,,,,,,25.2734375,25.3799991607666,22.260000228881836,,570
128059,,0.9911994934082031,-0.15322890877723694,9.725247383117676,-0.002128450432792306,0.009578026831150055,-0.02075239084661007,-8.550000190734863,12.75,78.0,27.18204689025879,,,,,,,25.578125,25.36433219909668,96895,17.239614486694336,139737,,,0.0,0.0,0.0,,,,,,,25.2734375,25.389999389648438,22.280000686645508,,588
128958,30.4154052734375,0.9672574996948242,-0.15322890877723694,9.758766174316406,-0.001064225216396153,0.0026605629827827215,-0.019688164815306664,-8.25,11.25,76.94999694824219,27.373737335205078,2000,1,0,0,2,28,25.5859375,25.36496353149414,96894,17.239648818969727,139623,1.1111111640930176,0.3800000250339508,0.0,0.0,0.0,,,,,,,25.2734375,25.3700008392334,22.25,,578
129859,,0.9959878921508789,-0.1388636976480484,9.749189376831055,-0.0015963377663865685,0.005853238515555859,-0.021816615015268326,-7.650000095367432,10.949999809265137,79.3499984741211,26.9903564453125,,,,,,,25.578125,25.366539001464844,96894,17.2346134185791,139737,,,0.0,0.0,0.0,,,,,,,25.2734375,25.350000381469727,22.219999313354492,,590
130758,30.4154052734375,0.9768342971801758,-0.11013327538967133,9.744400978088379,-0.0026605629827827215,0.009045913815498352,-0.020220277830958366,-10.800000190734863,10.5,80.25,27.18204689025879,2000,1,0,0,2,30,25.5859375,25.366539001464844,96894,17.229494094848633,140082,1.1117287874221802,0.3802112340927124,0.0,0.0,0.0,,,,,,,25.265625,25.3700008392334,22.219999313354492,,565
131659,,0.9768342971801758,-0.09576806426048279,9.715670585632324,-0.0037247880827635527,0.0026605629827827215,-0.02288084104657173,-11.399999618530273,10.949999809265137,79.6500015258789,27.229969024658203,,,,,,,25.5859375,25.368114471435547,96894,17.219341278076172,140891,,,0.0,0.0,0.0,,,,,,,25.2578125,25.350000381469727,22.229999542236328,,589
132557,30.4154052734375,0.9864110946655273,-0.15801730751991272,9.715670585632324,0.002128450432792306,0.007449576165527105,-0.021816615015268326,-12.0,11.399999618530273,80.0999984741211,26.798664093017578,2000,1,0,0,2,32,25.5859375,25.368743896484375,96894,17.229610443115234,140427,1.6666666269302368,0.5699999928474426,0.0,0.0,0.0,,,,,,,25.2578125,25.350000381469727,22.200000762939453,,565
133458,,0.9768342971801758,-0.15322890877723694,9.734824180603027,-0.009045913815498352,0.001064225216396153,-0.01489915233105421,-10.199999809265137,11.699999809265137,79.3499984741211,27.18204689025879,,,,,,,25.578125,25.37189292907715,96894,17.209304809570312,141007,,,0.0,0.0,0.0,,,,,,,25.2578125,25.360000610351562,22.200000762939453,,590
134357,30.4154052734375,1.0007762908935547,-0.14844051003456116,9.730035781860352,-0.00691746361553669,0.008513801731169224,-0.018091827630996704,-11.699999809265137,11.399999618530273,80.0999984741211,27.229969024658203,2000,1,0,0,2,33,25.578125,25.373470306396484,96895,17.20939064025879,140891,0.0,0.0,0.0,0.0,0.0,,,,,,,25.2578125,25.3700008392334,22.219999313354492,,569
135258,,0.9768342971801758,-0.07661445438861847,9.720458984375,-0.00691746361553669,0.0037247880827635527,-0.015431264415383339,-12.0,11.699999809265137,81.1500015258789,27.086200714111328,,,,,,,25.578125,25.37252426147461,96895,17.209339141845703,140891,,,0.0,0.0,0.0,,,,,,,25.2578125,25.350000381469727,22.229999542236328,,591
136156,30.4154052734375,0.9911994934082031,-0.1149216815829277,9.749189376831055,-0.005853238515555859,0.00691746361553669,-0.021816615015268326,-11.100000381469727,12.300000190734863,81.0,26.9903564453125,2000,1,0,0,2,35,25.5859375,25.373470306396484,96894,17.19915771484375,141475,0.5555555820465088,0.1900000125169754,0.0,0.0,0.0,,,,,,,25.2578125,25.360000610351562,22.219999313354492,,575
137057,,0.9816226959228516,-0.10534487664699554,9.68694019317627,-0.004256900865584612,0.0047890134155750275,-0.018623940646648407,-6.900000095367432,11.699999809265137,77.8499984741211,27.038278579711914,,,,,,,25.5859375,25.37472915649414,96894,17.183876037597656,141946,,,0.0,0.0,0.0,,,,,,,25.2578125,25.350000381469727,22.219999313354492,,590
137956,30.4154052734375,0.9816226959228516,-0.15801730751991272,9.75397777557373,-0.007449576165527105,0.001064225216396153,-0.014367039315402508,-9.449999809265137,11.399999618530273,78.30000305175781,26.89451026916504,2000,1,0,0,2,37,25.5859375,25.376619338989258,96894,17.183975219726562,141828,1.1111111640930176,0.3800000250339508,0.0,0.0,0.0,,,,,,,25.2578125,25.350000381469727,22.239999771118164,,573
138857,,0.9672574996948242,-0.2059013396501541,9.75397777557373,-0.0015963377663865685,0.009045913815498352,-0.019688164815306664,-10.649999618530273,10.649999618530273,78.9000015258789,26.89451026916504,,,,,,,25.5859375,25.378509521484375,96894,17.178956985473633,141828,,,0.0,0.0,0.0,,,,,,,25.25,25.3700008392334,22.290000915527344,,590
139756,30.4154052734375,1.0342950820922852,-0.14365209639072418,9.691728591918945,-0.005853238515555859,0.00691746361553669,-0.020220277830958366,-13.050000190734863,10.050000190734863,81.75,27.086200714111328,2000,1,0,0,2,39,25.578125,25.377880096435547,96894,17.178924560546875,141007,0.5558643937110901,0.1901056170463562,0.0,0.0,0.0,,,,,,,25.25,25.360000610351562,22.270000457763672,,568
140657,,0.9481038451194763,-0.10534487664699554,9.677363395690918,-0.004256900865584612,0.0037247880827635527,-0.021816615015268326,-13.050000190734863,11.550000190734863,80.55000305175781,26.89451026916504,,,,,,,25.5859375,25.378509521484375,96894,17.184072494506836,142301,,,0.0,0.0,0.0,,,,,,,25.2421875,25.34000015258789,22.270000457763672,,588
141555,30.4154052734375,0.9528923034667969,-0.12928688526153564,9.730035781860352,-0.0026605629827827215,0.005853238515555859,-0.019688164815306664,-11.550000190734863,10.050000190734863,80.55000305175781,26.89451026916504,2000,1,0,0,2,41,25.5859375,25.378509521484375,96894,17.18918800354004,142538,0.0,0.0,0.0,0.0,0.0,,,,,,,25.2265625,25.34000015258789,22.290000915527344,,569
142456,,0.9624691009521484,-0.12928688526153564,9.773131370544434,-0.006385351065546274,0.0015963377663865685,-0.021284503862261772,-9.899999618530273,11.399999618530273,79.6500015258789,26.89451026916504,,,,,,,25.5859375,25.379770278930664,96893,17.20460319519043,142064,,,0.0,0.0,0.0,,,,,,,25.2265625,25.350000381469727,22.309999465942383,,589
143353,30.4154052734375,0.9385270476341248,-0.19153612852096558,9.691728591918945,-0.002128450432792306,0.001064225216396153,-0.02075239084661007,-9.0,10.800000190734863,79.5,27.086200714111328,2000,1,0,0,2,42,25.578125,25.38228988647461,96893,17.204736709594727,142420,0.5564830303192139,0.19031719863414764,0.0,0.0,0.0,,,,,,,25.234375,25.3700008392334,22.299999237060547,,570
144254,,0.9672574996948242,-0.11971008777618408,9.701305389404297,0.004256900865584612,0.004256900865584612,-0.02075239084661007,-7.800000190734863,12.0,77.69999694824219,27.18204689025879,,,,,,,25.5859375,25.3835506439209,96894,17.204803466796875,143136,,,0.0,0.0,0.0,,,,,,,25.234375,25.360000610351562,22.290000915527344,,588
145153,30.4154052734375,0.9672574996948242,-0.14365209639072418,9.75397777557373,-0.005321125965565443,0.005321125965565443,-0.01915605366230011,-9.75,13.050000190734863,76.94999694824219,27.18204689025879,2000,1,0,0,2,44,25.578125,25.3835506439209,96894,17.19968605041504,142064,0.0,0.0,0.0,0.0,0.0,,,,,,,25.234375,25.3799991607666,22.350000381469727,,572
146054,,1.0007762908935547,-0.15801730751991272,9.715670585632324,0.0005321126081980765,0.003192675532773137,-0.023945065215229988,-11.100000381469727,10.800000190734863,78.0,27.229969024658203,,,,,,,25.578125,25.384809494018555,96894,17.199752807617188,143377,,,0.0,0.0,0.0,,,,,,,25.2265625,25.360000610351562,22.329999923706055,,595
146952,30.4154052734375,0.9481038451194763,-0.13407529890537262,9.68694019317627,-0.0015963377663865685,0.012770702131092548,-0.018091827630996704,-10.199999809265137,11.699999809265137,80.0999984741211,27.18204689025879,2000,1,0,0,2,46,25.5859375,25.385440826416016,96894,17.20490264892578,143618,0.0,0.0,0.0,0.0,0.0,,,,,,,25.2265625,25.34000015258789,22.329999923706055,,572
147853,,1.0103530883789062,-0.13407529890537262,9.720458984375,-0.003192675532773137,-0.002128450432792306,-0.018091827630996704,-10.949999809265137,10.199999809265137,79.6500015258789,27.18204689025879,,,,,,,25.59375,25.384809494018555,96894,17.20486831665039,144591,,,0.0,0.0,0.0,,,,,,,25.2265625,25.3700008392334,22.329999923706055,,591
148752,30.4154052734375,0.9816226959228516,-0.08619125932455063,9.696516990661621,-0.0026605629827827215,0.003192675532773137,-0.015431264415383339,-12.449999809265137,10.949999809265137,82.19999694824219,27.229969024658203,2000,1,0,0,2,48,25.5859375,25.38418197631836,96894,17.215070724487305,143136,1.1117287874221802,0.3802112340927124,0.0,0.0,0.0,,,,,,,25.2265625,25.34000015258789,22.34000015258789,,576
149653,,0.9816226959228516,-0.17717093229293823,9.768342971801758,0.0,0.004256900865584612,-0.018623940646648407,-13.050000190734863,10.5,81.0,27.229969024658203,,,,,,,25.59375,25.38418197631836,96894,17.209951400756836,144591,,,0.0,0.0,0.0,,,,,,,25.2265625,25.350000381469727,22.309999465942383,,589
150551,30.4154052734375,0.9289502501487732,-0.20111294090747833,9.66299819946289,-0.0026605629827827215,0.0026605629827827215,-0.028201965615153313,-9.899999618530273,11.399999618530273,79.3499984741211,27.18204689025879,2000,1,0,0,2,50,25.5859375,25.383865356445312,96894,17.215051651000977,143860,1.1111111640930176,0.3800000250339508,0.0,0.0,0.0,,,,,,,25.2265625,25.34000015258789,22.329999923706055,,575
151452,,0.9816226959228516,-0.08619125932455063,9.730035781860352,-0.006385351065546274,0.005853238515555859,-0.017559714615345,-8.550000190734863,11.550000190734863,77.69999694824219,27.517507553100586,,,,,,,25.5859375,25.38449478149414,96895,17.215085983276367,144103,,,0.0,0.0,0.0,,,,,,,25.2265625,25.3700008392334,22.350000381469727,,590
152351,30.4154052734375,0.9959878921508789,-0.1867477297782898,9.734824180603027,-0.010642251931130886,0.0026605629827827215,-0.02234872803092003,-8.25,10.800000190734863,78.0,27.373737335205078,2000,1,0,0,2,51,25.59375,25.3851261138916,96895,17.204885482788086,144469,0.5555555820465088,0.1900000125169754,0.0,0.0,0.0,,,,,,,25.2265625,25.329999923706055,22.329999923706055,,575
153252,,0.9576807022094727,-0.12449848651885986,9.672574996948242,-0.004256900865584612,0.006385351065546274,-0.021284503862261772,-10.050000190734863,11.550000190734863,78.44999694824219,27.18204689025879,,,,,,,25.59375,25.38701629638672,96894,17.210102081298828,145578,,,0.0,0.0,0.0,,,,,,,25.21875,25.34000015258789,22.309999465942383,,593
154151,30.4154052734375,1.0295066833496094,-0.14365209639072418,9.720458984375,-0.0047890134155750275,0.0026605629827827215,-0.02288084104657173,-12.449999809265137,10.949999809265137,80.0999984741211,27.18204689025879,2000,1,0,0,2,53,25.6015625,25.388277053833008,96895,17.220399856567383,144591,0.0,0.0,0.0,0.0,0.0,,,,,,,25.21875,25.329999923706055,22.280000686645508,,565
155052,,0.9433154463768005,-0.11971008777618408,9.739612579345703,-0.002128450432792306,0.00691746361553669,-0.015963377431035042,-12.300000190734863,10.800000190734863,81.30000305175781,26.9903564453125,,,,,,,25.6015625,25.388904571533203,96894,17.22043228149414,144714,,,0.0,0.0,0.0,,,,,,,25.21875,25.309999465942383,22.280000686645508,,587
155950,30.4154052734375,0.9816226959228516,-0.1149216815829277,9.710882186889648,-0.001064225216396153,0.0047890134155750275,-0.01915605366230011,-12.449999809265137,10.949999809265137,80.8499984741211,27.229969024658203,2000,1,0,0,2,55,25.6015625,25.390796661376953,96894,17.205181121826172,143860,0.0,0.0,0.0,0.0,0.0,,,,,,,25.21875,25.329999923706055,22.299999237060547,,566
156851,,1.0103530883789062,-0.11971008777618408,9.75397777557373,-0.002128450432792306,0.002128450432792306,-0.017027603462338448,-12.300000190734863,11.550000190734863,79.5,27.18204689025879,,,,,,,25.6015625,25.390796661376953,96895,17.215415954589844,145330,,,0.0,0.0,0.0,,,,,,,25.21875,25.350000381469727,22.299999237060547,,594
157750,30.4154052734375,1.0247182846069336,-0.1388636976480484,9.706093788146973,-0.001064225216396153,0.0037247880827635527,-0.018623940646648407,-7.949999809265137,12.600000381469727,79.6500015258789,27.18204689025879,2000,1,0,0,2,57,25.6015625,25.39048194885254,96895,17.19493293762207,146202,0.0,0.0,0.0,0.0,0.0,,,,,,,25.2265625,25.350000381469727,22.290000915527344,,576
158651,,1.0295066833496094,-0.1388636976480484,9.725247383117676,-0.003192675532773137,0.001064225216396153,-0.019688164815306664,-7.650000095367432,11.699999809265137,77.55000305175781,27.229969024658203,,,,,,,25.6015625,25.391742706298828,96895,17.200115203857422,145454,,,0.0,0.0,0.0,,,,,,,25.21875,25.34000015258789,22.270000457763672,,594
159549,30.4154052734375,0.933738648891449,-0.11971008777618408,9.706093788146973,-0.004256900865584612,-0.001064225216396153,-0.025009291246533394,-9.149999618530273,11.399999618530273,79.3499984741211,27.086200714111328,2000,1,0,0,2,59,25.609375,25.39205551147461,96894,17.189899444580078,144837,0.0,0.0,0.0,0.0,0.0,,,,,,,25.2109375,25.31999969482422,22.280000686645508,,567
160450,,0.9768342971801758,-0.1388636976480484,9.768342971801758,-0.003192675532773137,0.003192675532773137,-0.02234872803092003,-7.800000190734863,11.550000190734863,77.69999694824219,27.18204689025879,,,,,,,25.609375,25.393001556396484,96894,17.179719924926758,145578,,,0.0,0.0,0.0,,,,,,,25.2109375,25.350000381469727,22.270000457763672,,595
161349,30.4154052734375,0.9720458984375,-0.11013327538967133,9.720458984375,-0.0037247880827635527,0.007981688715517521,-0.01915605366230011,-9.149999618530273,12.149999618530273,79.3499984741211,26.89451026916504,2000,1,0,0,3,0,25.609375,25.39615249633789,96895,17.18499755859375,145952,0.0,0.0,0.0,0.0,0.0,,,,,,,25.2109375,25.309999465942383,22.25,,568
162250,,0.9911994934082031,-0.15322890877723694,9.710882186889648,-0.004256900865584612,-0.0015963377663865685,-0.01383492723107338,-12.300000190734863,10.5,81.30000305175781,27.229969024658203,,,,,,,25.609375,25.398042678833008,96895,17.174867630004883,145952,,,0.0,0.0,0.0,,,,,,,25.2109375,25.31999969482422,22.270000457763672,,595
163149,30.4154052734375,1.0055646896362305,-0.16759411990642548,9.734824180603027,-0.0047890134155750275,0.007449576165527105,-0.018091827630996704,-10.949999809265137,11.399999618530273,79.3499984741211,27.18204689025879,2000,1,0,0,3,2,25.6015625,25.398357391357422,96895,17.169767379760742,145952,0.5558643937110901,0.1901056170463562,0.0,0.0,0.0,,,,,,,25.203125,25.350000381469727,22.229999542236328,,572
164050,,0.9959878921508789,-0.1628057211637497,9.787496566772461,-0.005853238515555859,-0.001064225216396153,-0.02234872803092003,-13.199999809265137,11.399999618530273,82.6500015258789,27.229969024658203,,,,,,,25.59375,25.398042678833008,96895,17.16975212097168,145827,,,0.0,0.0,0.0,,,,,,,25.203125,25.309999465942383,22.25,,597
164948,30.4154052734375,0.9528923034667969,-0.1149216815829277,9.797073364257812,-0.004256900865584612,0.0015963377663865685,-0.02075239084661007,-11.100000381469727,11.25,80.25,27.038278579711914,2000,1,0,0,3,4,25.6015625,25.39678192138672,96895,17.164567947387695,146704,0.0,0.0,0.0,0.0,0.0,,,,,,,25.2109375,25.329999923706055,22.229999542236328,,568
165849,,0.9768342971801758,-0.08140286058187485,9.720458984375,-0.005853238515555859,0.002128450432792306,-0.02288084104657173,-10.050000190734863,12.0,78.0,26.846586227416992,,,,,,,25.6015625,25.397098541259766,96896,17.16458511352539,146202,,,0.0,0.0,0.0,,,,,,,25.2109375,25.31999969482422,22.270000457763672,,595
166748,30.4154052734375,0.9624691009521484,-0.1867477297782898,9.667786598205566,-0.003192675532773137,0.0015963377663865685,-0.014367039315402508,-8.399999618530273,11.399999618530273,78.9000015258789,26.9903564453125,2000,1,0,0,3,6,25.6015625,25.395837783813477,96895,17.159406661987305,147084,0.0,0.0,0.0,0.0,0.0,,,,,,,25.2109375,25.34000015258789,22.219999313354492,,573
167649,,0.9050082564353943,-0.15322890877723694,9.744400978088379,-0.0037247880827635527,0.0005321126081980765,-0.017559714615345,-10.199999809265137,11.399999618530273,78.9000015258789,27.325815200805664,,,,,,,25.6015625,25.39552116394043,96896,17.15938949584961,147465,,,0.0,0.0,0.0,,,,,,,25.2109375,25.350000381469727,22.270000457763672,,588
168548,30.4154052734375,0.9816226959228516,-0.12449848651885986,9.730035781860352,-0.002128450432792306,0.008513801731169224,-0.021284503862261772,-12.300000190734863,9.300000190734863,81.75,27.373737335205078,2000,1,0,0,3,8,25.6015625,25.395837783813477,96896,17.159406661987305,147211,0.5555555820465088,0.1900000125169754,0.0,0.0,0.0,,,,,,,25.203125,25.329999923706055,22.290000915527344,,564
169448,,0.9864110946655273,-0.16759411990642548,9.797073364257812,-0.004256900865584612,-0.0015963377663865685,-0.01489915233105421,-12.600000381469727,10.800000190734863,80.25,27.18204689025879,,,,,,,25.6015625,25.397098541259766,96897,17.15947151184082,147848,,,0.0,0.0,0.0,,,,,,,25.2109375,25.329999923706055,22.290000915527344,,586
170347,30.4154052734375,0.9528923034667969,-0.15322890877723694,9.720458984375,-0.0026605629827827215,0.005853238515555859,-0.021284503862261772,-10.050000190734863,10.800000190734863,79.5,27.18204689025879,2000,1,0,0,3,9,25.6015625,25.39615249633789,96896,17.16965103149414,147211,0.0,0.0,0.0,0.0,0.0,,,,,,,25.2109375,25.280000686645508,22.270000457763672,,568
171248,,0.9911994934082031,-0.11013327538967133,9.701305389404297,-0.001064225216396153,0.002128450432792306,-0.025541404262185097,-11.850000381469727,11.550000190734863,80.25,26.9903564453125,,,,,,,25.6015625,25.39678192138672,96896,17.164567947387695,148105,,,0.0,0.0,0.0,,,,,,,25.2109375,25.329999923706055,22.270000457763672,,593
172147,30.4154052734375,0.9768342971801758,-0.14844051003456116,9.720458984375,-0.0015963377663865685,0.010110138915479183,-0.014367039315402508,-9.75,12.300000190734863,78.44999694824219,26.89451026916504,2000,1,0,0,3,11,25.609375,25.397098541259766,96895,17.16458511352539,148105,1.6675931215286255,0.5703168511390686,0.0,0.0,0.0,,,,,,,25.2109375,25.299999237060547,22.299999237060547,,578
173048,,1.0103530883789062,-0.16759411990642548,9.720458984375,-0.0026605629827827215,0.0026605629827827215,-0.015431264415383339,-8.399999618530273,14.100000381469727,78.5999984741211,27.18204689025879,,,,,,,25.6015625,25.398042678833008,96896,17.164636611938477,148491,,,0.0,0.0,0.0,,,,,,,25.2109375,25.280000686645508,22.290000915527344,,595
173946,30.4154052734375,0.9528923034667969,-0.1628057211637497,9.667786598205566,-0.0026605629827827215,0.001064225216396153,-0.023412954062223434,-9.449999809265137,10.199999809265137,77.55000305175781,26.9903564453125,2000,1,0,0,3,13,25.6015625,25.39898681640625,96896,17.159568786621094,149010,0.0,0.0,0.0,0.0,0.0,,,,,,,25.2109375,25.31999969482422,22.290000915527344,,570
174847,,0.9720458984375,-0.181959331035614,9.749189376831055,-0.0015963377663865685,0.0047890134155750275,-0.014367039315402508,-8.25,11.25,78.75,27.18204689025879,,,,,,,25.609375,25.398042678833008,96896,17.16975212097168,148362,,,0.0,0.0,0.0,,,,,,,25.2109375,25.299999237060547,22.280000686645508,,595
175746,30.4154052734375,0.9481038451194763,-0.12449848651885986,9.730035781860352,-0.0026605629827827215,0.007981688715517521,-0.017559714615345,-8.699999809265137,10.649999618530273,80.0999984741211,27.18204689025879,2000,1,0,0,3,15,25.6171875,25.39898681640625,96895,17.174915313720703,148750,0.0,0.0,0.0,0.0,0.0,,,,,,,25.2109375,25.31999969482422,22.280000686645508,,569
176647,,0.9720458984375,-0.11971008777618408,9.648633003234863,0.0026605629827827215,0.0037247880827635527,-0.018623940646648407,-11.100000381469727,10.800000190734863,79.19999694824219,27.038278579711914,,,,,,,25.609375,25.40024757385254,96895,17.164752960205078,148880,,,0.0,0.0,0.0,,,,,,,25.2109375,25.31999969482422,22.270000457763672,,597
177546,30.4154052734375,0.9816226959228516,-0.12928688526153564,9.691728591918945,-0.0037247880827635527,0.0,-0.018623940646648407,-12.300000190734863,12.75,80.25,27.325815200805664,2000,1,0,0,3,17,25.609375,25.401823043823242,96895,17.164833068847656,149271,0.5558643937110901,0.1901056170463562,0.0,0.0,0.0,,,,,,,25.203125,25.309999465942383,22.329999923706055,,568
178447,,0.9624691009521484,-0.1388636976480484,9.701305389404297,-0.003192675532773137,0.005321125965565443,-0.017027603462338448,-12.0,11.699999809265137,78.9000015258789,26.89451026916504,,,,,,,25.6171875,25.402137756347656,96896,17.16485023498535,149010,,,0.0,0.0,0.0,,,,,,,25.2109375,25.280000686645508,22.299999237060547,,596
179345,30.4154052734375,1.0007762908935547,-0.11013327538967133,9.75397777557373,-0.003192675532773137,-0.0015963377663865685,-0.021816615015268326,-10.199999809265137,12.149999618530273,78.9000015258789,27.229969024658203,2000,1,0,0,3,18,25.6171875,25.40245246887207,96896,17.16998291015625,149401,2.222222328186035,0.7600000500679016,0.0,0.0,0.0,,,,,,,25.2109375,25.290000915527344,22.280000686645508,,567
180246,,0.9768342971801758,-0.13407529890537262,9.768342971801758,-0.007981688715517521,0.005321125965565443,-0.02234872803092003,-9.899999618530273,12.149999618530273,79.3499984741211,27.18204689025879,,,,,,,25.6171875,25.401823043823242,96896,17.159719467163086,148880,,,0.0,0.0,0.0,,,,,,,25.2109375,25.31999969482422,22.299999237060547,,590
181145,30.4154052734375,0.9528923034667969,-0.1149216815829277,9.725247383117676,-0.0015963377663865685,0.0047890134155750275,-0.018623940646648407,-7.949999809265137,11.699999809265137,76.80000305175781,26.846586227416992,2000,1,0,0,3,20,25.6171875,25.402137756347656,96896,17.169963836669922,150190,0.5558643937110901,0.1901056170463562,0.0,0.0,0.0,,,,,,,25.2109375,25.309999465942383,22.31999969482422,,566
182046,,0.9911994934082031,-0.1388636976480484,9.749189376831055,-0.0037247880827635527,0.010642251931130886,-0.015963377431035042,-8.699999809265137,12.149999618530273,77.8499984741211,27.18204689025879,,,,,,,25.6171875,25.401823043823242,96896,17.16994857788086,149401,,,0.0,0.0,0.0,,,,,,,25.203125,25.290000915527344,22.329999923706055,,595
182945,30.4154052734375,0.9241618514060974,-0.17238251864910126,9.739612579345703,-0.0047890134155750275,0.001064225216396153,-0.017559714615345,-8.25,11.25,77.69999694824219,27.038278579711914,2000,1,0,0,3,22,25.625,25.40245246887207,96895,17.16998291015625,149663,0.5555555820465088,0.1900000125169754,0.0,0.0,0.0,,,,,,,25.203125,25.31999969482422,22.350000381469727,,574
183845,,0.9864110946655273,-0.11013327538967133,9.710882186889648,-0.002128450432792306,0.002128450432792306,-0.021816615015268326,-11.850000381469727,10.050000190734863,81.0,26.9903564453125,,,,,,,25.6171875,25.402767181396484,96895,17.169998168945312,149926,,,0.0,0.0,0.0,,,,,,,25.203125,25.31999969482422,22.3700008392334,,590
184744,30.4154052734375,0.9528923034667969,-0.14844051003456116,9.710882186889648,-0.004256900865584612,0.005321125965565443,-0.02075239084661007,-11.699999809265137,10.649999618530273,80.8499984741211,27.086200714111328,2000,1,0,0,3,24,25.625,25.4030818939209,96895,17.180246353149414,149140,3.3333332538604736,1.1399999856948853,0.0,0.0,0.0,,,,,,,25.2109375,25.299999237060547,22.329999923706055,,573
185645,,0.9528923034667969,-0.17238251864910126,9.749189376831055,-0.0047890134155750275,-0.001064225216396153,-0.023412954062223434,-11.100000381469727,12.0,78.44999694824219,27.229969024658203,,,,,,,25.625,25.403398513793945,96895,17.164915084838867,150455,,,0.0,0.0,0.0,,,,,,,25.2109375,25.34000015258789,22.350000381469727,,595
186544,30.4154052734375,1.0199298858642578,-0.14844051003456116,9.744400978088379,0.001064225216396153,0.005853238515555859,-0.017027603462338448,-9.899999618530273,10.199999809265137,79.6500015258789,27.038278579711914,2000,1,0,0,3,26,25.6328125,25.4030818939209,96895,17.170015335083008,149926,0.5558643937110901,0.1901056170463562,0.0,0.0,0.0,,,,,,,25.2109375,25.290000915527344,22.350000381469727,,566
187445,,0.9768342971801758,-0.1388636976480484,9.696516990661621,-0.0037247880827635527,0.002128450432792306,-0.021284503862261772,-7.800000190734863,12.0,77.69999694824219,27.18204689025879,,,,,,,25.6328125,25.404342651367188,96895,17.17519760131836,150190,,,0.0,0.0,0.0,,,,,,,25.203125,25.290000915527344,22.31999969482422,,598
188344,30.4154052734375,0.9816226959228516,-0.1388636976480484,9.720458984375,-0.0005321126081980765,0.0047890134155750275,-0.018623940646648407,-7.5,11.25,77.69999694824219,26.846586227416992,2000,1,0,0,3,27,25.625,25.404659271240234,96895,17.185443878173828,150058,0.0,0.0,0.0,0.0,0.0,,,,,,,25.203125,25.31999969482422,22.34000015258789,,573
189244,,1.0103530883789062,-0.10055647045373917,9.710882186889648,-0.005853238515555859,-0.001064225216396153,-0.018623940646648407,-7.800000190734863,9.600000381469727,79.80000305175781,27.229969024658203,,,,,,,25.6328125,25.406232833862305,96895,17.175296783447266,150190,,,0.0,0.0,0.0,,,,,,,25.1953125,25.309999465942383,22.309999465942383,,591
190143,30.4154052734375,0.933738648891449,-0.10055647045373917,9.677363395690918,-0.005853238515555859,0.0026605629827827215,-0.019688164815306664,-8.550000190734863,11.550000190734863,78.75,26.9903564453125,2000,1,0,0,3,29,25.625,25.40591812133789,96895,17.180395126342773,151121,1.1111111640930176,0.3800000250339508,0.0,0.0,0.0,,,,,,,25.1953125,25.31999969482422,22.31999969482422,,572
191044,,1.0007762908935547,-0.16759411990642548,9.720458984375,-0.011174364015460014,0.00691746361553669,-0.019688164815306664,-12.0,12.149999618530273,82.19999694824219,27.18204689025879,,,,,,,25.625,25.40654754638672,96895,17.175312042236328,150588,,,0.0,0.0,0.0,,,,,,,25.1953125,25.280000686645508,22.309999465942383,,595
